UID,location,Duration
10009048,412,1.5
10009048,341,-1
10009051,412,1.5
10009051,372,-1
10009054,412,1.5
10009054,342,-1
10009237,412,1.5
10009237,341,-1
10009421,368,1.5
10009421,343,-1
10009422,368,1.5
10009422,343,-1
10009575,412,1.5
10009575,344,-1
10009576,412,1.5
10009576,344,-1
10009661,350,1.5
10009661,373,-1
10009662,350,1.5
10009662,373,-1
10009834,340,1.5
10009834,341,-1
10010129,422,1.5
10010129,340,-1
10010130,422,1.5
10010130,340,-1
10010169,422,1.5
10010169,340,-1
10010200,422,1.5
10010200,340,-1
10010217,422,1.5
10010217,342,-1
10010228,422,1.5
10010228,344,-1
10010229,422,1.5
10010229,344,-1
10010274,422,1.5
10010274,344,-1
10010275,422,1.5
10010275,344,-1
10010693,358,1.5
10010693,340,-1
10010947,358,1.5
10010947,340,-1
10010970,412,1.5
10010970,343,-1
10010971,412,1.5
10010971,343,-1
10010972,412,1.5
10010972,343,-1
10011267,412,1.5
10011267,344,-1
10011490,358,1.5
10011490,373,-1
10011579,366,1.5
10011579,343,-1
10011678,366,1.5
10011678,344,-1
10011982,340,1.5
10011982,398,-1
10012220,340,1.5
10012220,588,-1
10012224,340,1.5
10012224,163,-1
10012272,409,1.5
10012272,344,-1
10012273,409,1.5
10012273,344,-1
10012589,340,1.5
10012589,599,-1
10012602,340,1.5
10012602,562,-1
10012717,409,1.5
10012717,233,-1
10012919,340,1.5
10012919,344,-1
10013298,340,1.5
10013298,435,-1
10013337,340,1.5
10013337,558,-1
10013408,409,1.5
10013408,592,-1
10013429,340,1.5
10013429,279,-1
10013536,409,1.5
10013536,342,-1
10013537,409,1.5
10013537,342,-1
10013538,409,1.5
10013538,342,-1
10013860,340,1.5
10013860,342,-1
10013861,340,1.5
10013861,342,-1
10014739,407,1.5
10014739,343,-1
10014824,407,1.5
10014824,340,-1
10014825,407,1.5
10014825,340,-1
10015329,408,1.5
10015329,372,-1
10015414,407,1.5
10015414,340,-1
10015557,399,1.5
10015557,343,-1
10015558,399,1.5
10015558,343,-1
10015616,217,1.5
10015616,340,-1
10015662,217,1.5
10015662,341,-1
10015840,407,1.5
10015840,343,-1
10015841,407,1.5
10015841,343,-1
10015842,407,1.5
10015842,343,-1
10015843,407,1.5
10015843,343,-1
10015844,407,1.5
10015844,343,-1
10015993,408,1.5
10015993,372,-1
10015994,408,1.5
10015994,372,-1
10015995,408,1.5
10015995,372,-1
10016383,360,1.5
10016383,372,-1
10016384,360,1.5
10016384,372,-1
10016467,360,1.5
10016467,342,-1
10016550,360,1.5
10016550,340,-1
10017082,407,1.5
10017082,373,-1
10017186,407,1.5
10017186,340,-1
10017318,407,1.5
10017318,344,-1
10017534,407,1.5
10017534,340,-1
10017804,343,1.5
10017804,341,-1
10017864,342,1.5
10017864,372,-1
10017912,343,1.5
10017912,372,-1
10018046,343,1.5
10018046,340,-1
10018117,425,1.5
10018117,373,-1
10018118,425,1.5
10018118,373,-1
10018351,340,1.5
10018351,372,-1
10018352,340,1.5
10018352,372,-1
10018673,407,1.5
10018673,340,-1
10018680,407,1.5
10018680,344,-1
10018681,407,1.5
10018681,344,-1
10018923,355,1.5
10018923,343,-1
10019101,382,1.5
10019101,344,-1
10019240,382,1.5
10019240,340,-1
10019378,382,1.5
10019378,344,-1
10019734,382,1.5
10019734,340,-1
10019774,382,1.5
10019774,340,-1
10019913,382,1.5
10019913,340,-1
10019914,382,1.5
10019914,340,-1
10019915,382,1.5
10019915,340,-1
10020171,217,1.5
10020171,344,-1
10020350,398,1.5
10020350,340,-1
10020351,398,1.5
10020351,340,-1
10020708,369,1.5
10020708,340,-1
10021049,519,1.5
10021049,340,-1
10021075,217,1.5
10021075,344,-1
10021544,217,1.5
10021544,340,-1
10021564,217,1.5
10021564,340,-1
10021655,217,1.5
10021655,344,-1
10022005,233,1.5
10022005,344,-1
10022006,233,1.5
10022006,344,-1
10022261,233,1.5
10022261,372,-1
10022487,233,1.5
10022487,342,-1
10022488,233,1.5
10022488,342,-1
10022556,435,1.5
10022556,340,-1
10022557,435,1.5
10022557,340,-1
10022627,355,1.5
10022627,372,-1
10022737,226,1.5
10022737,372,-1
10022738,226,1.5
10022738,372,-1
10022764,435,1.5
10022764,341,-1
10022765,435,1.5
10022765,341,-1
10022937,210,1.5
10022937,340,-1
10023092,210,1.5
10023092,342,-1
10023397,398,1.5
10023397,373,-1
10023398,398,1.5
10023398,373,-1
10023408,398,1.5
10023408,340,-1
10023410,398,1.5
10023410,344,-1
10023635,398,1.5
10023635,373,-1
10023636,398,1.5
10023636,373,-1
10023752,398,1.5
10023752,341,-1
10023894,363,1.5
10023894,343,-1
10023999,363,1.5
10023999,340,-1
10024118,363,1.5
10024118,344,-1
10024232,363,1.5
10024232,343,-1
10024283,398,1.5
10024283,372,-1
10024373,233,1.5
10024373,341,-1
10024374,233,1.5
10024374,341,-1
10024547,363,1.5
10024547,344,-1
10024619,363,1.5
10024619,340,-1
10024626,431,1.5
10024626,340,-1
10024941,431,1.5
10024941,341,-1
10024968,431,1.5
10024968,341,-1
10024969,431,1.5
10024969,341,-1
10025118,399,1.5
10025118,343,-1
10025119,399,1.5
10025119,343,-1
10025120,399,1.5
10025120,343,-1
10025269,369,1.5
10025269,372,-1
10025445,363,1.5
10025445,340,-1
10025867,363,1.5
10025867,343,-1
10026048,384,1.5
10026048,340,-1
10026068,384,1.5
10026068,343,-1
10026199,377,1.5
10026199,341,-1
10026200,377,1.5
10026200,341,-1
10026201,377,1.5
10026201,341,-1
10026282,398,1.5
10026282,343,-1
10026283,398,1.5
10026283,343,-1
10026338,398,1.5
10026338,341,-1
10026339,398,1.5
10026339,341,-1
10026487,196,1.5
10026487,373,-1
10026488,196,1.5
10026488,373,-1
10026489,196,1.5
10026489,373,-1
10026490,196,1.5
10026490,373,-1
10027793,193,1.5
10027793,341,-1
10027902,490,1.5
10027902,373,-1
10028031,196,1.5
10028031,341,-1
10028182,442,1.5
10028182,343,-1
10028183,442,1.5
10028183,343,-1
10028184,442,1.5
10028184,343,-1
10028667,397,1.5
10028667,372,-1
10028668,397,1.5
10028668,372,-1
10028765,397,1.5
10028765,373,-1
10028774,397,1.5
10028774,340,-1
10028799,397,1.5
10028799,340,-1
10028828,397,1.5
10028828,341,-1
10028829,397,1.5
10028829,341,-1
10028984,490,1.5
10028984,340,-1
10029025,490,1.5
10029025,343,-1
10029076,490,1.5
10029076,343,-1
10029184,397,1.5
10029184,372,-1
10030179,400,1.5
10030179,343,-1
10030258,400,1.5
10030258,344,-1
10030259,400,1.5
10030259,344,-1
10030488,400,1.5
10030488,373,-1
10030559,400,1.5
10030559,344,-1
10030615,400,1.5
10030615,341,-1
10031018,492,1.5
10031018,343,-1
10031105,185,1.5
10031105,343,-1
10031106,185,1.5
10031106,343,-1
10031247,435,1.5
10031247,343,-1
10031294,435,1.5
10031294,344,-1
10031295,435,1.5
10031295,344,-1
10031429,399,1.5
10031429,372,-1
10031709,208,1.5
10031709,344,-1
10031784,441,1.5
10031784,341,-1
10031840,192,1.5
10031840,373,-1
10031879,192,1.5
10031879,340,-1
10031910,442,1.5
10031910,343,-1
10031911,442,1.5
10031911,343,-1
10031912,442,1.5
10031912,343,-1
10031913,442,1.5
10031913,343,-1
10032289,192,1.5
10032289,340,-1
10032309,192,1.5
10032309,373,-1
10032440,192,1.5
10032440,373,-1
10032456,192,1.5
10032456,340,-1
10032457,192,1.5
10032457,340,-1
10032458,192,1.5
10032458,340,-1
10032459,192,1.5
10032459,340,-1
10032895,193,1.5
10032895,343,-1
10032896,193,1.5
10032896,343,-1
10032897,192,1.5
10032897,344,-1
10033108,192,1.5
10033108,344,-1
10033109,192,1.5
10033109,344,-1
10033110,192,1.5
10033110,344,-1
10033111,192,1.5
10033111,340,-1
10033150,193,1.5
10033150,341,-1
10033284,244,1.5
10033284,344,-1
10033328,250,1.5
10033328,373,-1
10033575,244,1.5
10033575,344,-1
10033582,244,1.5
10033582,344,-1
10033583,244,1.5
10033583,344,-1
10033654,244,1.5
10033654,372,-1
10033871,243,1.5
10033871,372,-1
10033872,243,1.5
10033872,372,-1
10033873,243,1.5
10033873,372,-1
10033924,243,1.5
10033924,344,-1
10033933,243,1.5
10033933,343,-1
10034072,243,1.5
10034072,373,-1
10034073,243,1.5
10034073,373,-1
10034117,193,1.5
10034117,341,-1
10034126,193,1.5
10034126,373,-1
10034127,193,1.5
10034127,373,-1
10034361,222,1.5
10034361,344,-1
10034964,273,1.5
10034964,342,-1
10034996,273,1.5
10034996,344,-1
10035113,192,1.5
10035113,342,-1
10035299,243,1.5
10035299,344,-1
10035485,243,1.5
10035485,340,-1
10035504,221,1.5
10035504,344,-1
10035505,221,1.5
10035505,344,-1
10036130,220,1.5
10036130,342,-1
10036330,279,1.5
10036330,343,-1
10036331,279,1.5
10036331,343,-1
10036391,279,1.5
10036391,344,-1
10036526,279,1.5
10036526,340,-1
10036527,279,1.5
10036527,340,-1
10036528,279,1.5
10036528,340,-1
10036532,279,1.5
10036532,340,-1
10036571,279,1.5
10036571,344,-1
10036674,279,1.5
10036674,342,-1
10036792,244,1.5
10036792,343,-1
10036793,244,1.5
10036793,343,-1
10036846,244,1.5
10036846,344,-1
10036870,244,1.5
10036870,344,-1
10036919,218,1.5
10036919,372,-1
10037009,315,1.5
10037009,343,-1
10037054,315,1.5
10037054,340,-1
10037377,244,1.5
10037377,342,-1
10037882,215,1.5
10037882,343,-1
10037916,215,1.5
10037916,343,-1
10038239,213,1.5
10038239,344,-1
10038302,217,1.5
10038302,344,-1
10038409,441,1.5
10038409,372,-1
10038676,266,1.5
10038676,344,-1
10038677,266,1.5
10038677,344,-1
10038789,267,1.5
10038789,340,-1
10038910,269,1.5
10038910,344,-1
10038927,269,1.5
10038927,344,-1
10038928,269,1.5
10038928,344,-1
10039093,268,1.5
10039093,343,-1
10039276,271,1.5
10039276,344,-1
10039384,269,1.5
10039384,372,-1
10039385,269,1.5
10039385,372,-1
10039466,215,1.5
10039466,344,-1
10039540,303,1.5
10039540,343,-1
10039596,303,1.5
10039596,342,-1
10039729,303,1.5
10039729,340,-1
10039730,303,1.5
10039730,340,-1
10039976,382,1.5
10039976,344,-1
10039977,382,1.5
10039977,344,-1
10040028,382,1.5
10040028,340,-1
10040029,382,1.5
10040029,340,-1
10040065,380,1.5
10040065,341,-1
10040272,380,1.5
10040272,342,-1
10040283,380,1.5
10040283,341,-1
10040485,212,1.5
10040485,344,-1
10040486,212,1.5
10040486,344,-1
10040776,208,1.5
10040776,343,-1
10040846,192,1.5
10040846,372,-1
10041045,399,1.5
10041045,373,-1
10041177,380,1.5
10041177,372,-1
10041235,380,1.5
10041235,344,-1
10041236,380,1.5
10041236,344,-1
10041243,380,1.5
10041243,342,-1
10041262,421,1.5
10041262,344,-1
10041351,421,1.5
10041351,343,-1
10041352,421,1.5
10041352,343,-1
10041476,421,1.5
10041476,342,-1
10041743,407,1.5
10041743,340,-1
10041744,407,1.5
10041744,340,-1
10041832,382,1.5
10041832,344,-1
10041835,407,1.5
10041835,340,-1
10041900,384,1.5
10041900,372,-1
10042245,384,1.5
10042245,372,-1
10042360,248,1.5
10042360,340,-1
10042361,248,1.5
10042361,340,-1
10042417,186,1.5
10042417,343,-1
10042423,186,1.5
10042423,340,-1
10042465,186,1.5
10042465,372,-1
10042508,186,1.5
10042508,373,-1
10042509,186,1.5
10042509,373,-1
10042747,491,1.5
10042747,344,-1
10042815,491,1.5
10042815,340,-1
10042852,248,1.5
10042852,372,-1
10042853,248,1.5
10042853,372,-1
10042878,186,1.5
10042878,340,-1
10043275,186,1.5
10043275,340,-1
10043286,186,1.5
10043286,344,-1
10043511,205,1.5
10043511,344,-1
10043602,187,1.5
10043602,344,-1
10043665,494,1.5
10043665,343,-1
10043695,187,1.5
10043695,343,-1
10043905,188,1.5
10043905,343,-1
10043906,188,1.5
10043906,343,-1
10043907,188,1.5
10043907,343,-1
10043982,188,1.5
10043982,340,-1
10044162,189,1.5
10044162,340,-1
10044306,188,1.5
10044306,344,-1
10044307,188,1.5
10044307,344,-1
10044347,188,1.5
10044347,340,-1
10044408,188,1.5
10044408,373,-1
10044550,271,1.5
10044550,340,-1
10044648,206,1.5
10044648,342,-1
10044649,206,1.5
10044649,342,-1
10044734,266,1.5
10044734,343,-1
10044939,206,1.5
10044939,340,-1
10044940,206,1.5
10044940,340,-1
10045189,268,1.5
10045189,340,-1
10045190,268,1.5
10045190,340,-1
10045569,362,1.5
10045569,340,-1
10045674,207,1.5
10045674,340,-1
10045718,192,1.5
10045718,340,-1
10045878,407,1.5
10045878,343,-1
10046190,187,1.5
10046190,340,-1
10046285,384,1.5
10046285,344,-1
10046448,388,1.5
10046448,340,-1
10046682,376,1.5
10046682,340,-1
10046742,376,1.5
10046742,343,-1
10046781,371,1.5
10046781,342,-1
10047077,376,1.5
10047077,372,-1
10047137,376,1.5
10047137,344,-1
10047402,371,1.5
10047402,342,-1
10047702,465,1.5
10047702,341,-1
10047717,396,1.5
10047717,344,-1
10048061,463,1.5
10048061,340,-1
10048062,463,1.5
10048062,340,-1
10048063,463,1.5
10048063,340,-1
10048698,394,1.5
10048698,384,-1
10048773,394,1.5
10048773,163,-1
10048885,394,1.5
10048885,340,-1
10048937,394,1.5
10048937,352,-1
10049291,394,1.5
10049291,340,-1
10049292,394,1.5
10049292,340,-1
10049454,394,1.5
10049454,343,-1
10049469,394,1.5
10049469,343,-1
10049470,394,1.5
10049470,343,-1
10049670,394,1.5
10049670,340,-1
10049671,394,1.5
10049671,340,-1
10049697,394,1.5
10049697,371,-1
10049698,394,1.5
10049698,371,-1
10049699,394,1.5
10049699,371,-1
10049700,394,1.5
10049700,371,-1
10049720,394,1.5
10049720,344,-1
10049767,394,1.5
10049767,192,-1
10049837,394,1.5
10049837,340,-1
10049961,394,1.5
10049961,373,-1
10050155,394,1.5
10050155,340,-1
10050310,394,1.5
10050310,342,-1
10050421,394,1.5
10050421,344,-1
10050439,394,1.5
10050439,344,-1
10050524,394,1.5
10050524,267,-1
10050767,394,1.5
10050767,593,-1
10051016,376,1.5
10051016,344,-1
10051017,376,1.5
10051017,344,-1
10051131,376,1.5
10051131,341,-1
10051132,376,1.5
10051132,341,-1
10051134,376,1.5
10051134,340,-1
10051237,376,1.5
10051237,344,-1
10051692,376,1.5
10051692,341,-1
10051999,376,1.5
10051999,340,-1
10052000,376,1.5
10052000,340,-1
10052051,376,1.5
10052051,344,-1
10052598,248,1.5
10052598,341,-1
10052726,457,1.5
10052726,343,-1
10052727,457,1.5
10052727,343,-1
10052728,457,1.5
10052728,343,-1
10052729,457,1.5
10052729,343,-1
10052730,457,1.5
10052730,343,-1
10052766,259,1.5
10052766,372,-1
10052919,465,1.5
10052919,341,-1
10052931,380,1.5
10052931,344,-1
10053189,422,1.5
10053189,373,-1
10053190,422,1.5
10053190,373,-1
10053286,422,1.5
10053286,344,-1
10053287,422,1.5
10053287,344,-1
10053409,422,1.5
10053409,340,-1
10053410,422,1.5
10053410,340,-1
10053411,422,1.5
10053411,340,-1
10053858,422,1.5
10053858,344,-1
10053886,422,1.5
10053886,340,-1
10053887,422,1.5
10053887,340,-1
10054573,422,1.5
10054573,340,-1
10054574,422,1.5
10054574,340,-1
10054665,422,1.5
10054665,343,-1
10055322,422,1.5
10055322,343,-1
10055323,422,1.5
10055323,343,-1
10055494,422,1.5
10055494,343,-1
10055495,422,1.5
10055495,343,-1
10055501,422,1.5
10055501,340,-1
10055601,422,1.5
10055601,344,-1
10055718,463,1.5
10055718,342,-1
10055719,463,1.5
10055719,342,-1
10055849,463,1.5
10055849,341,-1
10056192,346,1.5
10056192,372,-1
10056193,346,1.5
10056193,372,-1
10056194,346,1.5
10056194,372,-1
10056625,371,1.5
10056625,340,-1
10056626,371,1.5
10056626,340,-1
10056646,371,1.5
10056646,373,-1
10056746,371,1.5
10056746,340,-1
10056786,349,1.5
10056786,372,-1
10056806,349,1.5
10056806,373,-1
10057241,394,1.5
10057241,340,-1
10057242,394,1.5
10057242,340,-1
10057552,376,1.5
10057552,342,-1
10057724,346,1.5
10057724,344,-1
10057725,346,1.5
10057725,344,-1
10057895,371,1.5
10057895,343,-1
10057929,371,1.5
10057929,344,-1
10057930,371,1.5
10057930,344,-1
10057942,371,1.5
10057942,340,-1
10057943,371,1.5
10057943,340,-1
10057944,371,1.5
10057944,340,-1
10057945,371,1.5
10057945,340,-1
10058361,422,1.5
10058361,344,-1
10058362,422,1.5
10058362,344,-1
10058647,422,1.5
10058647,340,-1
10058654,422,1.5
10058654,58,-1
10058705,422,1.5
10058705,210,-1
10058706,422,1.5
10058706,210,-1
10058863,422,1.5
10058863,277,-1
10058949,422,1.5
10058949,388,-1
10058950,422,1.5
10058950,388,-1
10059121,422,1.5
10059121,343,-1
10059162,422,1.5
10059162,291,-1
10059564,420,1.5
10059564,626,-1
10059613,420,1.5
10059613,340,-1
10059614,420,1.5
10059614,340,-1
10059673,420,1.5
10059673,340,-1
10059996,417,1.5
10059996,340,-1
10059997,417,1.5
10059997,340,-1
10060032,417,1.5
10060032,610,-1
10060086,417,1.5
10060086,372,-1
10060388,417,1.5
10060388,244,-1
10060418,417,1.5
10060418,343,-1
10060598,417,1.5
10060598,340,-1
10060612,417,1.5
10060612,603,-1
10060642,417,1.5
10060642,582,-1
10060819,390,1.5
10060819,249,-1
10060841,390,1.5
10060841,344,-1
10060903,378,1.5
10060903,382,-1
10060904,378,1.5
10060904,382,-1
10061050,390,1.5
10061050,310,-1
10061132,390,1.5
10061132,588,-1
10061133,390,1.5
10061133,588,-1
10061238,378,1.5
10061238,372,-1
10061239,378,1.5
10061239,372,-1
10061663,378,1.5
10061663,344,-1
10061664,378,1.5
10061664,344,-1
10062208,378,1.5
10062208,558,-1
10062267,390,1.5
10062267,344,-1
10062268,390,1.5
10062268,344,-1
10062437,390,1.5
10062437,10,-1
10062472,390,1.5
10062472,248,-1
10062839,209,1.5
10062839,373,-1
10063014,247,1.5
10063014,340,-1
10063015,247,1.5
10063015,340,-1
10063034,240,1.5
10063034,340,-1
10063187,248,1.5
10063187,340,-1
10063200,248,1.5
10063200,343,-1
10063201,248,1.5
10063201,340,-1
10063561,122,1.5
10063561,343,-1
10063615,122,1.5
10063615,342,-1
10063635,122,1.5
10063635,343,-1
10063636,122,1.5
10063636,343,-1
10063659,122,1.5
10063659,343,-1
10063726,122,1.5
10063726,342,-1
10063750,198,1.5
10063750,340,-1
10063867,446,1.5
10063867,201,-1
10063868,446,1.5
10063868,201,-1
10064112,446,1.5
10064112,340,-1
10064113,446,1.5
10064113,340,-1
10064114,446,1.5
10064114,372,-1
10064433,446,1.5
10064433,564,-1
10064496,438,1.5
10064496,344,-1
10064613,438,1.5
10064613,593,-1
10064614,438,1.5
10064614,593,-1
10064876,438,1.5
10064876,558,-1
10064877,438,1.5
10064877,558,-1
10065323,248,1.5
10065323,372,-1
10065324,248,1.5
10065324,372,-1
10065507,248,1.5
10065507,340,-1
10065508,248,1.5
10065508,340,-1
10065617,248,1.5
10065617,373,-1
10065628,248,1.5
10065628,373,-1
10065933,446,1.5
10065933,372,-1
10065943,446,1.5
10065943,355,-1
10066278,446,1.5
10066278,376,-1
10066392,438,1.5
10066392,340,-1
10066432,438,1.5
10066432,344,-1
10066433,438,1.5
10066433,344,-1
10066637,197,1.5
10066637,344,-1
10066862,422,1.5
10066862,343,-1
10066938,422,1.5
10066938,81,-1
10067035,422,1.5
10067035,120,-1
10067230,422,1.5
10067230,373,-1
10067238,422,1.5
10067238,250,-1
10067239,422,1.5
10067239,250,-1
10067631,310,1.5
10067631,545,-1
10068029,310,1.5
10068029,412,-1
10068107,310,1.5
10068107,341,-1
10068143,310,1.5
10068143,545,-1
10068332,238,1.5
10068332,342,-1
10068393,238,1.5
10068393,337,-1
10068394,238,1.5
10068394,156,-1
10068403,238,1.5
10068403,340,-1
10068404,238,1.5
10068404,26,-1
10068501,238,1.5
10068501,217,-1
10068676,238,1.5
10068676,340,-1
10068729,238,1.5
10068729,201,-1
10068757,238,1.5
10068757,71,-1
10068902,238,1.5
10068902,566,-1
10069114,238,1.5
10069114,192,-1
10069139,238,1.5
10069139,344,-1
10069142,238,1.5
10069142,343,-1
10069153,238,1.5
10069153,341,-1
10069154,238,1.5
10069154,341,-1
10069357,238,1.5
10069357,344,-1
10069360,252,1.5
10069360,513,-1
10069430,238,1.5
10069430,344,-1
10069437,252,1.5
10069437,341,-1
10069606,252,1.5
10069606,201,-1
10069713,252,1.5
10069713,139,-1
10070330,310,1.5
10070330,108,-1
10070331,310,1.5
10070331,108,-1
10070394,157,1.5
10070394,248,-1
10070418,252,1.5
10070418,340,-1
10070689,157,1.5
10070689,343,-1
10070690,157,1.5
10070690,343,-1
10070825,252,1.5
10070825,392,-1
10070826,252,1.5
10070826,392,-1
10070966,252,1.5
10070966,407,-1
10071009,252,1.5
10071009,267,-1
10071145,252,1.5
10071145,545,-1
10071436,252,1.5
10071436,590,-1
10071604,252,1.5
10071604,341,-1
10071841,252,1.5
10071841,341,-1
10071949,252,1.5
10071949,372,-1
10071950,252,1.5
10071950,372,-1
10072183,252,1.5
10072183,352,-1
10072241,252,1.5
10072241,340,-1
10072242,252,1.5
10072242,340,-1
10072434,252,1.5
10072434,566,-1
10072494,252,1.5
10072494,343,-1
10072675,252,1.5
10072675,371,-1
10072676,252,1.5
10072676,371,-1
10072741,252,1.5
10072741,260,-1
10072751,252,1.5
10072751,343,-1
10072798,252,1.5
10072798,373,-1
10073211,252,1.5
10073211,343,-1
10073323,252,1.5
10073323,108,-1
10073358,297,1.5
10073358,286,-1
10073469,178,1.5
10073469,244,-1
10073540,158,1.5
10073540,340,-1
10073595,178,1.5
10073595,342,-1
10073596,178,1.5
10073596,342,-1
10073809,158,1.5
10073809,340,-1
10073888,178,1.5
10073888,344,-1
10073916,178,1.5
10073916,138,-1
10073994,158,1.5
10073994,242,-1
10074225,158,1.5
10074225,343,-1
10074545,305,1.5
10074545,58,-1
10074604,158,1.5
10074604,343,-1
10074605,158,1.5
10074605,343,-1
10074772,305,1.5
10074772,340,-1
10074904,178,1.5
10074904,344,-1
10074944,305,1.5
10074944,344,-1
10075171,32,1.5
10075171,344,-1
10075172,32,1.5
10075172,344,-1
10075398,32,1.5
10075398,340,-1
10075642,32,1.5
10075642,589,-1
10075939,297,1.5
10075939,343,-1
10075966,297,1.5
10075966,343,-1
10076605,451,1.5
10076605,341,-1
10076687,451,1.5
10076687,372,-1
10076688,451,1.5
10076688,372,-1
10076775,451,1.5
10076775,399,-1
10077044,451,1.5
10077044,358,-1
10077080,451,1.5
10077080,340,-1
10077081,451,1.5
10077081,340,-1
10077383,451,1.5
10077383,446,-1
10077558,328,1.5
10077558,201,-1
10077729,328,1.5
10077729,316,-1
10077795,328,1.5
10077795,266,-1
10077796,328,1.5
10077796,266,-1
10077797,328,1.5
10077797,266,-1
10077930,328,1.5
10077930,499,-1
10078092,328,1.5
10078092,299,-1
10078169,328,1.5
10078169,344,-1
10078170,328,1.5
10078170,344,-1
10078581,454,1.5
10078581,372,-1
10078945,314,1.5
10078945,346,-1
10078946,314,1.5
10078946,346,-1
10079275,454,1.5
10079275,340,-1
10079276,454,1.5
10079276,340,-1
10079281,314,1.5
10079281,343,-1
10079391,117,1.5
10079391,343,-1
10079485,115,1.5
10079485,299,-1
10079739,115,1.5
10079739,373,-1
10080033,115,1.5
10080033,342,-1
10080034,115,1.5
10080034,342,-1
10080035,115,1.5
10080035,342,-1
10080354,116,1.5
10080354,286,-1
10080375,116,1.5
10080375,206,-1
10080535,116,1.5
10080535,372,-1
10080743,116,1.5
10080743,406,-1
10081519,116,1.5
10081519,341,-1
10082117,32,1.5
10082117,344,-1
10082182,32,1.5
10082182,186,-1
10082340,32,1.5
10082340,343,-1
10082548,32,1.5
10082548,372,-1
10082643,32,1.5
10082643,343,-1
10082752,32,1.5
10082752,352,-1
10082830,32,1.5
10082830,342,-1
10083094,32,1.5
10083094,344,-1
10083095,32,1.5
10083095,344,-1
10083099,32,1.5
10083099,342,-1
10083100,32,1.5
10083100,342,-1
10083229,32,1.5
10083229,372,-1
10083230,32,1.5
10083230,372,-1
10083298,32,1.5
10083298,343,-1
10083299,32,1.5
10083299,343,-1
10083328,32,1.5
10083328,233,-1
10083417,32,1.5
10083417,373,-1
10083456,32,1.5
10083456,76,-1
10083457,32,1.5
10083457,76,-1
10083458,32,1.5
