UID,location,Duration
10009048,412,1.5
10009048,341,-1
10009051,412,1.5
10009051,372,-1
10009054,412,1.5
10009054,342,-1
10009237,412,1.5
10009237,341,-1
10009421,368,1.5
10009421,343,-1
10009422,368,1.5
10009422,343,-1
10009575,412,1.5
10009575,344,-1
10009576,412,1.5
10009576,344,-1
10009661,350,1.5
10009661,373,-1
10009662,350,1.5
10009662,373,-1
10009834,340,1.5
10009834,341,-1
10010129,422,1.5
10010129,340,-1
10010130,422,1.5
10010130,340,-1
10010169,422,1.5
10010169,340,-1
10010200,422,1.5
10010200,340,-1
10010217,422,1.5
10010217,342,-1
10010228,422,1.5
10010228,344,-1
10010229,422,1.5
10010229,344,-1
10010274,422,1.5
10010274,344,-1
10010275,422,1.5
10010275,344,-1
10010693,358,1.5
10010693,340,-1
10010947,358,1.5
10010947,340,-1
10010970,412,1.5
10010970,343,-1
10010971,412,1.5
10010971,343,-1
10010972,412,1.5
10010972,343,-1
10011267,412,1.5
10011267,344,-1
10011490,358,1.5
10011490,373,-1
10011579,366,1.5
10011579,343,-1
10011678,366,1.5
10011678,344,-1
10011982,340,1.5
10011982,398,-1
10012220,340,1.5
10012220,588,-1
10012224,340,1.5
10012224,163,-1
10012272,409,1.5
10012272,344,-1
10012273,409,1.5
10012273,344,-1
10012589,340,1.5
10012589,599,-1
10012602,340,1.5
10012602,562,-1
10012717,409,1.5
10012717,233,-1
10012919,340,1.5
10012919,344,-1
10013298,340,1.5
10013298,435,-1
10013337,340,1.5
10013337,558,-1
10013408,409,1.5
10013408,592,-1
10013429,340,1.5
10013429,279,-1
10013536,409,1.5
10013536,342,-1
10013537,409,1.5
10013537,342,-1
10013538,409,1.5
10013538,342,-1
10013860,340,1.5
10013860,342,-1
10013861,340,1.5
10013861,342,-1
10014739,407,1.5
10014739,343,-1
10014824,407,1.5
10014824,340,-1
10014825,407,1.5
10014825,340,-1
10015329,408,1.5
10015329,372,-1
10015414,407,1.5
10015414,340,-1
10015557,399,1.5
10015557,343,-1
10015558,399,1.5
10015558,343,-1
10015616,217,1.5
10015616,340,-1
10015662,217,1.5
10015662,341,-1
10015840,407,1.5
10015840,343,-1
10015841,407,1.5
10015841,343,-1
10015842,407,1.5
10015842,343,-1
10015843,407,1.5
10015843,343,-1
10015844,407,1.5
10015844,343,-1
10015993,408,1.5
10015993,372,-1
10015994,408,1.5
10015994,372,-1
10015995,408,1.5
10015995,372,-1
10016383,360,1.5
10016383,372,-1
10016384,360,1.5
10016384,372,-1
10016467,360,1.5
10016467,342,-1
10016550,360,1.5
10016550,340,-1
10017082,407,1.5
10017082,373,-1
10017186,407,1.5
10017186,340,-1
10017318,407,1.5
10017318,344,-1
10017534,407,1.5
10017534,340,-1
10017804,343,1.5
10017804,341,-1
10017864,342,1.5
10017864,372,-1
10017912,343,1.5
10017912,372,-1
10018046,343,1.5
10018046,340,-1
10018117,425,1.5
10018117,373,-1
10018118,425,1.5
10018118,373,-1
10018351,340,1.5
10018351,372,-1
10018352,340,1.5
10018352,372,-1
10018673,407,1.5
10018673,340,-1
10018680,407,1.5
10018680,344,-1
10018681,407,1.5
10018681,344,-1
10018923,355,1.5
10018923,343,-1
10019101,382,1.5
10019101,344,-1
10019240,382,1.5
10019240,340,-1
10019378,382,1.5
10019378,344,-1
10019734,382,1.5
10019734,340,-1
10019774,382,1.5
10019774,340,-1
10019913,382,1.5
10019913,340,-1
10019914,382,1.5
10019914,340,-1
10019915,382,1.5
10019915,340,-1
10020171,217,1.5
10020171,344,-1
10020350,398,1.5
10020350,340,-1
10020351,398,1.5
10020351,340,-1
10020708,369,1.5
10020708,340,-1
10021049,519,1.5
10021049,340,-1
10021075,217,1.5
10021075,344,-1
10021544,217,1.5
10021544,340,-1
10021564,217,1.5
10021564,340,-1
10021655,217,1.5
10021655,344,-1
10022005,233,1.5
10022005,344,-1
10022006,233,1.5
10022006,344,-1
10022261,233,1.5
10022261,372,-1
10022487,233,1.5
10022487,342,-1
10022488,233,1.5
10022488,342,-1
10022556,435,1.5
10022556,340,-1
10022557,435,1.5
10022557,340,-1
10022627,355,1.5
10022627,372,-1
10022737,226,1.5
10022737,372,-1
10022738,226,1.5
10022738,372,-1
10022764,435,1.5
10022764,341,-1
10022765,435,1.5
10022765,341,-1
10022937,210,1.5
10022937,340,-1
10023092,210,1.5
10023092,342,-1
