UID,location,Duration
10010169,7,-1
10010200,3,1.5
10010200,2,-1
10010217,9,1.5
10010217,3,-1
10010228,3,1.5
10010228,5,-1
10010229,3,1.5
10010229,7,-1
10010274,1,1.5
10010274,3,-1
10010275,4,1.5
10010275,3,-1
10010693,2,1.5
10010693,7,-1
10010947,5,1.5
10010947,9,-1
10010970,10,1.5
10010970,4,-1
10010971,7,1.5
10010971,3,-1
10010972,9,1.5
10010972,7,-1
10011267,10,1.5
10011267,6,-1
10011490,3,1.5
10011490,8,-1
10011579,9,1.5
10011579,2,-1
10011678,5,1.5
10011678,1,-1
10011982,8,1.5
10011982,8,-1
10012220,10,1.5
10012220,10,-1
10012224,3,1.5
10012224,7,-1
10012272,2,1.5
10012272,8,-1
10012273,1,1.5
10012273,9,-1
10012589,10,1.5
10012589,2,-1
10012602,5,1.5
10012602,10,-1
10012717,8,1.5
10012717,3,-1
10012919,9,1.5
10012919,6,-1
10013298,9,1.5
10013298,3,-1
10013337,6,1.5
10013337,6,-1
10013408,7,1.5
10013408,9,-1
10013429,10,1.5
10013429,8,-1
10013536,8,1.5
10013536,1,-1
10013537,10,1.5
10013537,2,-1
10013538,4,1.5
10013538,1,-1
10013860,4,1.5
10013860,2,-1
10013861,9,1.5
10013861,2,-1
10014739,8,1.5
10014739,8,-1
10014824,4,1.5
10014824,6,-1
10014825,9,1.5
10014825,4,-1
10015329,4,1.5
10015329,10,-1
10015414,1,1.5
10015414,5,-1
10015557,5,1.5
10015557,9,-1
10015558,10,1.5
10015558,5,-1
10015616,4,1.5
10015616,1,-1
10015662,1,1.5
10015662,8,-1
10015840,8,1.5
10015840,5,-1
10015841,10,1.5
10015841,8,-1
10015842,1,1.5
10015842,7,-1
10015843,7,1.5
10015843,1,-1
10015844,5,1.5
10015844,2,-1
10015993,2,1.5
10015993,2,-1
10015994,5,1.5
10015994,3,-1
10015995,3,1.5
10015995,3,-1
10016383,6,1.5
10016383,8,-1
10016384,9,1.5
10016384,3,-1
10016467,4,1.5
10016467,8,-1
10016550,10,1.5
10016550,1,-1
10017082,2,1.5
10017082,1,-1
10017186,6,1.5
10017186,3,-1
10017318,3,1.5
10017318,9,-1
10017534,8,1.5
10017534,10,-1
10017804,10,1.5
10017804,5,-1
10017864,9,1.5
10017864,7,-1
10017912,6,1.5
10017912,8,-1
10018046,3,1.5
10018046,9,-1
10018117,5,1.5
10018117,7,-1
10018118,8,1.5
10018118,5,-1
10018351,7,1.5
10018351,9,-1
10018352,1,1.5
10018352,8,-1
10018673,8,1.5
10018673,10,-1
10018680,4,1.5
10018680,8,-1
10018681,8,1.5
10018681,3,-1
10018923,9,1.5
10018923,4,-1
10019101,5,1.5
10019101,10,-1
10019240,10,1.5
10019240,4,-1
10019378,7,1.5
10019378,4,-1
10019734,9,1.5
10019734,5,-1
10019774,3,1.5
10019774,3,-1
10019913,5,1.5
10019913,9,-1
10019914,8,1.5
10019914,10,-1
10019915,6,1.5
10019915,9,-1
10020171,8,1.5
10020171,9,-1
10020350,10,1.5
10020350,2,-1
10020351,1,1.5
10020351,1,-1
10020708,1,1.5
10020708,10,-1
10021049,10,1.5
10021049,6,-1
10021075,7,1.5
10021075,10,-1
10021544,8,1.5
10021544,3,-1
10021564,10,1.5
10021564,8,-1
10021655,5,1.5
10021655,5,-1
10022005,3,1.5
10022005,5,-1
10022006,3,1.5
10022006,1,-1
10022261,6,1.5
10022261,2,-1
10022487,4,1.5
10022487,9,-1
10022488,8,1.5
10022488,7,-1
10022556,10,1.5
10022556,8,-1
10022557,6,1.5
10022557,8,-1
10022627,7,1.5
10022627,9,-1
10022737,9,1.5
10022737,1,-1
10022738,8,1.5
10022738,7,-1
10022764,2,1.5
10022764,5,-1
10022765,7,1.5
10022765,1,-1
10022937,9,1.5
10022937,6,-1
10023092,1,1.5
10023092,1,-1
10023397,7,1.5
10023397,6,-1
10023398,1,1.5
10023398,2,-1
10023408,6,1.5
10023408,2,-1
10023410,2,1.5
10023410,6,-1
10023635,9,1.5
10023635,7,-1
10023636,3,1.5
10023636,7,-1
10023752,3,1.5
10023752,2,-1
10023894,10,1.5
10023894,9,-1
10023999,1,1.5
10023999,3,-1
10024118,4,1.5
10024118,9,-1
10024232,7,1.5
10024232,8,-1
10024283,8,1.5
10024283,8,-1
10024373,8,1.5
10024373,7,-1
10024374,9,1.5
10024374,10,-1
10024547,3,1.5
10024547,2,-1
10024619,8,1.5
10024619,10,-1
10024626,1,1.5
10024626,8,-1
10024941,3,1.5
10024941,7,-1
10024968,4,1.5
10024968,10,-1
10024969,2,1.5
10024969,2,-1
10025118,6,1.5
10025118,2,-1
10025119,4,1.5
10025119,2,-1
10025120,3,1.5
10025120,1,-1
10025269,3,1.5
10025269,3,-1
10025445,1,1.5
10025445,6,-1
10025867,6,1.5
10025867,8,-1
10026048,9,1.5
10026048,1,-1
10026068,7,1.5
10026068,9,-1
10026199,4,1.5
10026199,4,-1
10026200,2,1.5
10026200,2,-1
10026201,5,1.5
10026201,2,-1
10026282,2,1.5
10026282,6,-1
10026283,6,1.5
10026283,5,-1
10026338,2,1.5
10026338,4,-1
10026339,1,1.5
10026339,6,-1
10026487,10,1.5
10026487,10,-1
10026488,3,1.5
10026488,8,-1
10026489,4,1.5
10026489,6,-1
10026490,10,1.5
10026490,9,-1
10027793,8,1.5
10027793,8,-1
10027902,7,1.5
10027902,9,-1
10028031,7,1.5
10028031,10,-1
10028182,2,1.5
10028182,6,-1
10028183,4,1.5
10028183,1,-1
10028184,1,1.5
10028184,5,-1
10028667,9,1.5
10028667,5,-1
10028668,7,1.5
10028668,6,-1
10028765,3,1.5
10028765,4,-1
10028774,7,1.5
10028774,1,-1
10028799,2,1.5
10028799,2,-1
10028828,3,1.5
10028828,3,-1
10028829,9,1.5
10028829,5,-1
10028984,7,1.5
10028984,1,-1
10029025,9,1.5
10029025,3,-1
10029076,3,1.5
10029076,7,-1
10029184,2,1.5
10029184,10,-1
10030179,7,1.5
10030179,7,-1
10030258,7,1.5
10030258,3,-1
10030259,5,1.5
10030259,8,-1
10030488,4,1.5
10030488,6,-1
10030559,1,1.5
10030559,9,-1
10030615,8,1.5
10030615,3,-1
10031018,7,1.5
10031018,7,-1
10031105,9,1.5
10031105,7,-1
10031106,5,1.5
10031106,10,-1
10031247,1,1.5
10031247,7,-1
10031294,7,1.5
10031294,9,-1
10031295,5,1.5
10031295,9,-1
10031429,2,1.5
10031429,3,-1
10031709,1,1.5
10031709,7,-1
10031784,9,1.5
10031784,9,-1
10031840,1,1.5
10031840,10,-1
10031879,2,1.5
10031879,6,-1
10031910,4,1.5
10031910,6,-1
10031911,1,1.5
10031911,9,-1
10031912,9,1.5
10031912,9,-1
10031913,6,1.5
10031913,5,-1
10032289,8,1.5
10032289,8,-1
10032309,10,1.5
10032309,2,-1
10032440,5,1.5
10032440,7,-1
10032456,5,1.5
10032456,10,-1
10032457,5,1.5
10032457,4,-1
10032458,10,1.5
10032458,4,-1
10032459,5,1.5
10032459,8,-1
10032895,4,1.5
10032895,2,-1
10032896,2,1.5
10032896,3,-1
10032897,9,1.5
10032897,6,-1
10033108,1,1.5
10033108,5,-1
10033109,4,1.5
10033109,2,-1
10033110,7,1.5
10033110,4,-1
10033111,1,1.5
10033111,4,-1
10033150,3,1.5
10033150,1,-1
10033284,2,1.5
10033284,8,-1
10033328,1,1.5
10033328,6,-1
10033575,1,1.5
10033575,8,-1
10033582,9,1.5
10033582,2,-1
10033583,2,1.5
10033583,2,-1
10033654,8,1.5
10033654,2,-1
10033871,5,1.5
10033871,3,-1
10033872,6,1.5
10033872,10,-1
10033873,5,1.5
10033873,9,-1
10033924,10,1.5
10033924,2,-1
10033933,4,1.5
10033933,6,-1
10034072,8,1.5
10034072,10,-1
10034073,7,1.5
10034073,5,-1
10034117,9,1.5
10034117,8,-1
10034126,3,1.5
10034126,9,-1
10034127,3,1.5
10034127,4,-1
10034361,8,1.5
10034361,6,-1
10034964,3,1.5
10034964,5,-1
10034996,3,1.5
10034996,5,-1
10035113,2,1.5
10035113,6,-1
10035299,9,1.5
10035299,7,-1
10035485,10,1.5
10035485,2,-1
10035504,2,1.5
10035504,2,-1
10035505,5,1.5
10035505,9,-1
10036130,3,1.5
10036130,10,-1
10036330,9,1.5
10036330,5,-1
10036331,7,1.5
10036331,1,-1
10036391,1,1.5
10036391,7,-1
10036526,1,1.5
10036526,10,-1
10036527,6,1.5
10036527,4,-1
10036528,7,1.5
10036528,5,-1
10036532,6,1.5
10036532,5,-1
10036571,7,1.5
10036571,2,-1
10036674,3,1.5
10036674,8,-1
10036792,10,1.5
10036792,3,-1
10036793,10,1.5
10036793,6,-1
10036846,2,1.5
10036846,2,-1
10036870,4,1.5
10036870,7,-1
10036919,1,1.5
10036919,5,-1
10037009,6,1.5
10037009,10,-1
10037054,9,1.5
10037054,3,-1
10037377,10,1.5
10037377,4,-1
10037882,2,1.5
10037882,9,-1
10037916,4,1.5
10037916,8,-1
10038239,8,1.5
10038239,3,-1
10038302,3,1.5
10038302,5,-1
10038409,4,1.5
10038409,8,-1
10038676,2,1.5
10038676,4,-1
10038677,1,1.5
10038677,5,-1
10038789,7,1.5
10038789,4,-1
10038910,2,1.5
10038910,4,-1
10038927,6,1.5
10038927,3,-1
10038928,9,1.5
10038928,2,-1
10039093,3,1.5
10039093,4,-1
10039276,7,1.5
10039276,3,-1
10039384,4,1.5
10039384,7,-1
10039385,10,1.5
10039385,4,-1
10039466,10,1.5
10039466,10,-1
10039540,4,1.5
10039540,7,-1
10039596,1,1.5
10039596,5,-1
10039729,8,1.5
10039729,3,-1
10039730,3,1.5
10039730,5,-1
10039976,8,1.5
10039976,1,-1
10039977,8,1.5
10039977,8,-1
10040028,8,1.5
10040028,3,-1
10040029,5,1.5
10040029,8,-1
10040065,2,1.5
10040065,8,-1
10040272,6,1.5
10040272,4,-1
10040283,1,1.5
10040283,3,-1
10040485,8,1.5
10040485,2,-1
10040486,2,1.5
10040486,4,-1
10040776,8,1.5
10040776,10,-1
10040846,4,1.5
10040846,5,-1
10041045,9,1.5
10041045,1,-1
10041177,1,1.5
10041177,9,-1
10041235,2,1.5
10041235,7,-1
10041236,9,1.5
10041236,6,-1
10041243,4,1.5
10041243,8,-1
10041262,4,1.5
10041262,8,-1
10041351,9,1.5
10041351,2,-1
10041352,5,1.5
10041352,7,-1
10041476,5,1.5
10041476,5,-1
10041743,9,1.5
10041743,3,-1
10041744,6,1.5
10041744,9,-1
10041832,5,1.5
10041832,4,-1
10041835,1,1.5
10041835,6,-1
10041900,5,1.5
10041900,5,-1
10042245,4,1.5
10042245,5,-1
10042360,2,1.5
10042360,2,-1
10042361,1,1.5
10042361,1,-1
10042417,6,1.5
10042417,10,-1
10042423,1,1.5
10042423,5,-1
10042465,3,1.5
10042465,8,-1
10042508,7,1.5
10042508,3,-1
10042509,4,1.5
10042509,8,-1
10042747,4,1.5
10042747,2,-1
10042815,10,1.5
10042815,9,-1
10042852,4,1.5
10042852,2,-1
10042853,7,1.5
10042853,6,-1
10042878,1,1.5
10042878,10,-1
10043275,3,1.5
10043275,5,-1
10043286,5,1.5
10043286,3,-1
10043511,5,1.5
10043511,6,-1
10043602,10,1.5
10043602,3,-1
10043665,3,1.5
10043665,9,-1
10043695,10,1.5
10043695,3,-1
10043905,3,1.5
10043905,1,-1
10043906,7,1.5
10043906,6,-1
10043907,10,1.5
10043907,4,-1
10043982,1,1.5
10043982,2,-1
10044162,3,1.5
10044162,6,-1
10044306,10,1.5
10044306,3,-1
10044307,7,1.5
10044307,10,-1
10044347,5,1.5
10044347,4,-1
10044408,8,1.5
10044408,3,-1
10044550,5,1.5
10044550,6,-1
10044648,2,1.5
10044648,5,-1
10044649,3,1.5
10044649,2,-1
10044734,8,1.5
10044734,8,-1
10044939,4,1.5
10044939,6,-1
10044940,4,1.5
10044940,5,-1
10045189,4,1.5
10045189,10,-1
10045190,6,1.5
10045190,9,-1
10045569,8,1.5
10045569,5,-1
10045674,6,1.5
10045674,2,-1
10045718,6,1.5
10045718,2,-1
10045878,1,1.5
10045878,6,-1
10046190,7,1.5
10046190,2,-1
10046285,9,1.5
10046285,2,-1
10046448,1,1.5
10046448,6,-1
10046682,4,1.5
10046682,3,-1
10046742,6,1.5
10046742,4,-1
10046781,1,1.5
10046781,3,-1
10047077,10,1.5
10047077,2,-1
10047137,4,1.5
10047137,2,-1
10047402,8,1.5
10047402,7,-1
10047702,1,1.5
10047702,4,-1
10047717,8,1.5
10047717,7,-1
10048061,6,1.5
10048061,5,-1
10048062,6,1.5
10048062,7,-1
10048063,9,1.5
10048063,7,-1
10048698,4,1.5
10048698,6,-1
10048773,6,1.5
10048773,6,-1
10048885,5,1.5
10048885,6,-1
10048937,2,1.5
10048937,5,-1
10049291,10,1.5
10049291,4,-1
10049292,5,1.5
10049292,2,-1
10049454,10,1.5
10049454,1,-1
10049469,7,1.5
10049469,5,-1
10049470,7,1.5
10049470,1,-1
10049670,4,1.5
10049670,4,-1
10049671,1,1.5
10049671,1,-1
10049697,6,1.5
10049697,2,-1
10049698,4,1.5
10049698,5,-1
10049699,8,1.5
10049699,6,-1
10049700,2,1.5
10049700,1,-1
10049720,9,1.5
10049720,8,-1
10049767,6,1.5
10049767,9,-1
10049837,8,1.5
10049837,3,-1
10049961,4,1.5
10049961,8,-1
10050155,10,1.5
10050155,8,-1
10050310,8,1.5
10050310,7,-1
10050421,3,1.5
10050421,7,-1
10050439,1,1.5
10050439,8,-1
10050524,2,1.5
10050524,6,-1
10050767,6,1.5
10050767,5,-1
10051016,4,1.5
10051016,7,-1
10051017,1,1.5
10051017,2,-1
10051131,4,1.5
10051131,5,-1
10051132,8,1.5
10051132,2,-1
10051134,8,1.5
10051134,10,-1
10051237,3,1.5
10051237,3,-1
10051692,10,1.5
10051692,2,-1
10051999,6,1.5
10051999,5,-1
10052000,3,1.5
10052000,9,-1
10052051,10,1.5
10052051,5,-1
10052598,6,1.5
10052598,4,-1
10052726,4,1.5
10052726,1,-1
10052727,2,1.5
10052727,10,-1
10052728,9,1.5
10052728,1,-1
10052729,9,1.5
10052729,2,-1
10052730,3,1.5
10052730,5,-1
10052766,10,1.5
10052766,3,-1
10052919,4,1.5
10052919,9,-1
10052931,1,1.5
10052931,2,-1
10053189,5,1.5
10053189,10,-1
10053190,5,1.5
10053190,8,-1
10053286,6,1.5
10053286,4,-1
10053287,1,1.5
10053287,9,-1
10053409,4,1.5
10053409,1,-1
10053410,10,1.5
10053410,1,-1
10053411,4,1.5
10053411,5,-1
10053858,7,1.5
10053858,9,-1
10053886,1,1.5
10053886,3,-1
10053887,7,1.5
10053887,5,-1
10054573,8,1.5
10054573,4,-1
10054574,3,1.5
10054574,9,-1
10054665,1,1.5
10054665,3,-1
10055322,7,1.5
10055322,9,-1
10055323,6,1.5
10055323,1,-1
10055494,7,1.5
10055494,8,-1
10055495,4,1.5
10055495,1,-1
10055501,4,1.5
10055501,1,-1
10055601,8,1.5
10055601,7,-1
10055718,5,1.5
10055718,4,-1
10055719,2,1.5
10055719,9,-1
10055849,6,1.5
10055849,8,-1
10056192,1,1.5
10056192,10,-1
10056193,10,1.5
10056193,2,-1
10056194,10,1.5
10056194,10,-1
10056625,7,1.5
10056625,5,-1
10056626,8,1.5
10056626,2,-1
10056646,8,1.5
10056646,1,-1
10056746,4,1.5
10056746,10,-1
10056786,8,1.5
10056786,6,-1
10056806,9,1.5
10056806,5,-1
10057241,8,1.5
10057241,4,-1
10057242,4,1.5
10057242,10,-1
10057552,4,1.5
10057552,1,-1
10057724,8,1.5
10057724,3,-1
10057725,6,1.5
10057725,1,-1
10057895,4,1.5
10057895,6,-1
10057929,9,1.5
10057929,6,-1
10057930,5,1.5
10057930,2,-1
10057942,2,1.5
10057942,10,-1
10057943,5,1.5
10057943,10,-1
10057944,3,1.5
10057944,4,-1
10057945,6,1.5
10057945,4,-1
10058361,9,1.5
10058361,7,-1
10058362,10,1.5
10058362,2,-1
10058647,6,1.5
10058647,9,-1
10058654,5,1.5
10058654,10,-1
10058705,6,1.5
10058705,2,-1
10058706,10,1.5
10058706,5,-1
10058863,4,1.5
10058863,8,-1
10058949,9,1.5
10058949,2,-1
10058950,3,1.5
10058950,7,-1
10059121,7,1.5
10059121,4,-1
10059162,2,1.5
10059162,3,-1
10059564,5,1.5
10059564,5,-1
10059613,8,1.5
10059613,9,-1
10059614,7,1.5
10059614,2,-1
10059673,8,1.5
10059673,7,-1
10059996,5,1.5
10059996,3,-1
10059997,7,1.5
10059997,8,-1
10060032,10,1.5
10060032,6,-1
10060086,3,1.5
10060086,1,-1
10060388,8,1.5
10060388,8,-1
10060418,6,1.5
10060418,2,-1
10060598,4,1.5
10060598,1,-1
10060612,6,1.5
10060612,6,-1
10060642,10,1.5
10060642,2,-1
10060819,7,1.5
10060819,9,-1
10060841,7,1.5
10060841,4,-1
10060903,9,1.5
10060903,10,-1
10060904,3,1.5
10060904,8,-1
10061050,10,1.5
10061050,5,-1
10061132,10,1.5
10061132,7,-1
10061133,9,1.5
10061133,8,-1
10061238,5,1.5
10061238,5,-1
10061239,9,1.5
10061239,6,-1
10061663,4,1.5
10061663,8,-1
10061664,3,1.5
10061664,7,-1
10062208,5,1.5
10062208,8,-1
10062267,6,1.5
10062267,2,-1
10062268,1,1.5
10062268,3,-1
10062437,2,1.5
10062437,3,-1
10062472,1,1.5
10062472,5,-1
10062839,7,1.5
10062839,10,-1
10063014,1,1.5
10063014,7,-1
10063015,3,1.5
10063015,7,-1
10063034,2,1.5
10063034,2,-1
10063187,6,1.5
10063187,3,-1
10063200,7,1.5
10063200,8,-1
10063201,7,1.5
10063201,1,-1
10063561,4,1.5
10063561,10,-1
10063615,7,1.5
10063615,2,-1
10063635,4,1.5
10063635,3,-1
10063636,6,1.5
10063636,9,-1
10063659,6,1.5
10063659,10,-1
10063726,4,1.5
10063726,4,-1
10063750,6,1.5
10063750,10,-1
10063867,10,1.5
10063867,5,-1
10063868,2,1.5
10063868,4,-1
10064112,6,1.5
10064112,6,-1
10064113,4,1.5
10064113,7,-1
10064114,5,1.5
10064114,5,-1
10064433,5,1.5
10064433,8,-1
10064496,7,1.5
10064496,3,-1
10064613,8,1.5
10064613,3,-1
10064614,4,1.5
10064614,3,-1
10064876,9,1.5
10064876,9,-1
10064877,5,1.5
10064877,2,-1
10065323,1,1.5
10065323,6,-1
10065324,6,1.5
10065324,1,-1
10065507,6,1.5
10065507,5,-1
10065508,7,1.5
10065508,4,-1
10065617,3,1.5
10065617,3,-1
10065628,4,1.5
10065628,4,-1
10065933,9,1.5
10065933,10,-1
10065943,4,1.5
10065943,9,-1
10066278,8,1.5
10066278,4,-1
10066392,4,1.5
10066392,3,-1
10066432,10,1.5
10066432,2,-1
10066433,9,1.5
10066433,9,-1
10066637,7,1.5
10066637,10,-1
10066862,4,1.5
10066862,5,-1
10066938,1,1.5
10066938,9,-1
10067035,9,1.5
10067035,9,-1
10067230,4,1.5
10067230,6,-1
10067238,7,1.5
10067238,5,-1
10067239,1,1.5
10067239,2,-1
10067631,6,1.5
10067631,4,-1
10068029,4,1.5
10068029,2,-1
10068107,10,1.5
10068107,1,-1
10068143,3,1.5
10068143,8,-1
10068332,2,1.5
10068332,1,-1
10068393,5,1.5
10068393,6,-1
10068394,5,1.5
10068394,7,-1
10068403,1,1.5
10068403,9,-1
10068404,3,1.5
10068404,3,-1
10068501,4,1.5
10068501,3,-1
10068676,2,1.5
10068676,1,-1
10068729,6,1.5
10068729,9,-1
10068757,10,1.5
10068757,9,-1
10068902,3,1.5
10068902,9,-1
10069114,6,1.5
10069114,10,-1
10069139,9,1.5
10069139,7,-1
10069142,2,1.5
10069142,10,-1
10069153,4,1.5
10069153,2,-1
10069154,8,1.5
10069154,2,-1
10069357,7,1.5
10069357,1,-1
10069360,9,1.5
10069360,7,-1
10069430,10,1.5
10069430,4,-1
10069437,7,1.5
10069437,7,-1
10069606,2,1.5
10069606,5,-1
10069713,2,1.5
10069713,6,-1
10070330,1,1.5
10070330,5,-1
10070331,5,1.5
10070331,5,-1
10070394,8,1.5
10070394,8,-1
10070418,6,1.5
10070418,1,-1
10070689,6,1.5
10070689,9,-1
10070690,9,1.5
10070690,8,-1
10070825,4,1.5
10070825,9,-1
10070826,3,1.5
10070826,5,-1
10070966,4,1.5
10070966,6,-1
10071009,5,1.5
10071009,2,-1
10071145,10,1.5
10071145,6,-1
10071436,6,1.5
10071436,1,-1
10071604,8,1.5
10071604,1,-1
10071841,7,1.5
10071841,7,-1
10071949,3,1.5
10071949,4,-1
10071950,8,1.5
10071950,9,-1
10072183,10,1.5
10072183,3,-1
10072241,5,1.5
10072241,8,-1
10072242,2,1.5
10072242,5,-1
10072434,2,1.5
10072434,9,-1
10072494,7,1.5
10072494,1,-1
10072675,9,1.5
10072675,9,-1
10072676,2,1.5
10072676,4,-1
10072741,4,1.5
10072741,7,-1
10072751,5,1.5
10072751,2,-1
10072798,5,1.5
10072798,5,-1
10073211,7,1.5
10073211,6,-1
10073323,9,1.5
10073323,7,-1
10073358,3,1.5
10073358,2,-1
10073469,7,1.5
10073469,10,-1
10073540,2,1.5
10073540,6,-1
10073595,8,1.5
10073595,10,-1
10073596,6,1.5
10073596,8,-1
10073809,2,1.5
10073809,2,-1
10073888,2,1.5
10073888,9,-1
10073916,7,1.5
10073916,9,-1
10073994,4,1.5
10073994,7,-1
10074225,2,1.5
10074225,1,-1
10074545,8,1.5
10074545,3,-1
10074604,6,1.5
10074604,5,-1
10074605,1,1.5
10074605,7,-1
10074772,8,1.5
10074772,7,-1
10074904,10,1.5
10074904,5,-1
10074944,4,1.5
10074944,6,-1
10075171,6,1.5
10075171,10,-1
10075172,4,1.5
10075172,7,-1
10075398,7,1.5
10075398,8,-1
10075642,8,1.5
10075642,8,-1
10075939,1,1.5
10075939,7,-1
10075966,4,1.5
10075966,4,-1
10076605,5,1.5
10076605,6,-1
10076687,8,1.5
10076687,2,-1
10076688,2,1.5
10076688,1,-1
10076775,9,1.5
10076775,10,-1
10077044,4,1.5
10077044,9,-1
10077080,7,1.5
10077080,4,-1
10077081,8,1.5
10077081,8,-1
10077383,4,1.5
10077383,9,-1
10077558,9,1.5
10077558,9,-1
10077729,8,1.5
10077729,4,-1
10077795,5,1.5
10077795,6,-1
10077796,5,1.5
10077796,9,-1
10077797,3,1.5
10077797,9,-1
10077930,2,1.5
10077930,9,-1
10078092,4,1.5
10078092,1,-1
10078169,6,1.5
10078169,6,-1
10078170,9,1.5
10078170,3,-1
10078581,5,1.5
10078581,1,-1
10078945,2,1.5
10078945,2,-1
10078946,10,1.5
10078946,2,-1
10079275,2,1.5
10079275,7,-1
10079276,5,1.5
10079276,3,-1
10079281,3,1.5
10079281,4,-1
10079391,5,1.5
10079391,1,-1
10079485,9,1.5
10079485,5,-1
10079739,5,1.5
10079739,3,-1
10080033,8,1.5
10080033,8,-1
10080034,3,1.5
10080034,4,-1
10080035,8,1.5
10080035,5,-1
10080354,8,1.5
10080354,5,-1
10080375,8,1.5
10080375,10,-1
10080535,5,1.5
10080535,6,-1
10080743,1,1.5
10080743,3,-1
10081519,4,1.5
10081519,9,-1
10082117,8,1.5
10082117,7,-1
10082182,6,1.5
10082182,9,-1
10082340,4,1.5
10082340,4,-1
10082548,8,1.5
10082548,4,-1
10082643,1,1.5
10082643,9,-1
10082752,7,1.5
10082752,5,-1
10082830,8,1.5
10082830,6,-1
10083094,2,1.5
10083094,2,-1
10083095,9,1.5
10083095,5,-1
10083099,3,1.5
10083099,4,-1
10083100,4,1.5
10083100,9,-1
10083229,9,1.5
10083229,3,-1
10083230,8,1.5
10083230,9,-1
10083298,6,1.5
10083298,1,-1
10083299,4,1.5
10083299,5,-1
10083328,2,1.5
10083328,6,-1
10083417,2,1.5
10083417,4,-1
10083456,3,1.5
10083456,2,-1
10083457,3,1.5
10083457,7,-1
10083458,10,1.5
