UID,location,Duration
10019915,340,1.5
10019915,373,-1
10020171,340,1.5
10020171,373,-1
10020350,340,1.5
10020350,373,-1
10020351,340,1.5
10020351,373,-1
10020708,340,1.5
10020708,373,-1
10021049,340,1.5
10021049,373,-1
10021075,340,1.5
10021075,373,-1
10021544,340,1.5
10021544,373,-1
10021564,340,1.5
10021564,373,-1
10021655,340,1.5
10021655,373,-1
10022005,340,1.5
10022005,373,-1
10022006,340,1.5
10022006,373,-1
10022261,340,1.5
10022261,373,-1
10022487,340,1.5
10022487,373,-1
10022488,340,1.5
10022488,373,-1
10022556,340,1.5
10022556,373,-1
10022557,340,1.5
10022557,373,-1
10022627,340,1.5
10022627,373,-1
10022737,340,1.5
10022737,373,-1
10022738,340,1.5
10022738,373,-1
10022764,340,1.5
10022764,373,-1
10022765,340,1.5
10022765,373,-1
10022937,340,1.5
10022937,373,-1
10023092,340,1.5
10023092,373,-1
