UID,location,Duration
100000082,2,1221
100000082,18,-1
100000083,2,1707
100000083,18,-1
100000084,2,3138
100000084,19,-1
100000085,2,656
100000085,19,-1
100000086,2,5708
100000086,17,-1
100000087,2,5720
100000087,20,-1
100000088,2,4620
100000088,20,-1
100000089,2,4145
100000089,17,-1
100000090,2,2224
100000090,13,-1
100000091,2,5790
100000091,20,-1
100000092,2,1807
100000092,20,-1
100000093,2,5273
100000093,20,-1
100000094,2,2649
100000094,20,-1
100000095,2,1913
100000095,20,-1
100000096,2,421
100000096,19,-1
100000097,2,5220
100000097,20,-1
100000098,2,2051
100000098,14,-1
100000099,2,5637
100000099,15,-1
100000100,2,2810
100000100,14,-1
100000101,3,1816
100000101,20,-1
100000102,3,2438
100000102,18,-1
100000103,3,2329
100000103,20,-1
100000104,3,4914
100000104,17,-1
100000105,3,2867
100000105,19,-1
100000106,3,4893
100000106,12,-1
100000107,3,5313
100000107,19,-1
100000108,3,51
100000108,19,-1
100000109,3,1030
100000109,18,-1
100000110,3,3368
100000110,19,-1
100000111,3,4867
100000111,17,-1
100000112,3,4823
100000112,15,-1
100000113,3,258
100000113,18,-1
100000114,3,1539
100000114,18,-1
100000115,3,1050
100000115,14,-1
100000116,3,1501
100000116,17,-1
100000117,3,5542
100000117,20,-1
100000118,3,860
100000118,18,-1
100000119,3,3238
100000119,18,-1
100000120,3,5745
100000120,19,-1
100000121,3,164
100000121,16,-1
100000122,3,291
100000122,20,-1
100000123,3,1300
100000123,19,-1
100000124,3,349
100000124,17,-1
100000125,3,2379
100000125,19,-1
100000126,3,2736
100000126,11,-1
100000127,3,1471
100000127,11,-1
100000128,3,2483
100000128,14,-1
100000129,3,5487
100000129,19,-1
100000130,3,4456
100000130,14,-1
100000131,3,4484
100000131,20,-1
100000132,3,1397
100000132,19,-1
100000133,3,602
100000133,16,-1
100000134,3,3135
100000134,19,-1
100000135,3,3963
100000135,12,-1
100000136,3,535
100000136,14,-1
100000137,3,1009
100000137,16,-1
100000138,3,5908
100000138,20,-1
100000139,3,4126
100000139,20,-1
100000140,3,2663
100000140,16,-1
100000141,3,491
100000141,20,-1
100000142,3,87
100000142,18,-1
100000143,3,490
100000143,20,-1
100000144,3,939
100000144,19,-1
100000145,3,3695
100000145,17,-1
100000146,3,5384
100000146,16,-1
100000147,3,2346
100000147,17,-1
100000148,3,4094
100000148,12,-1
100000149,3,4627
100000149,20,-1
100000150,3,1438
100000150,18,-1
100000151,4,1669
100000151,19,-1
100000152,4,5044
100000152,17,-1
100000153,4,2514
100000153,13,-1
100000154,4,4577
100000154,15,-1
100000155,4,166
100000155,13,-1
100000156,4,286
100000156,17,-1
100000157,4,3161
100000157,17,-1
100000158,4,322
100000158,13,-1
100000159,4,4714
100000159,20,-1
100000160,4,4364
100000160,15,-1
100000161,4,633
100000161,13,-1
100000162,4,2613
100000162,17,-1
100000163,4,1731
100000163,19,-1
100000164,4,2870
100000164,20,-1
100000165,4,2768
100000165,13,-1
100000166,4,4832
100000166,18,-1
100000167,4,5631
100000167,19,-1
100000168,4,2136
100000168,17,-1
100000169,4,3463
100000169,15,-1
100000170,4,4242
100000170,19,-1
100000171,4,2239
100000171,19,-1
100000172,4,1678
100000172,19,-1
100000173,4,4356
100000173,19,-1
100000174,4,2063
100000174,16,-1
100000175,4,1609
100000175,15,-1
100000176,4,4321
100000176,17,-1
100000177,4,5081
100000177,19,-1
100000178,4,3439
100000178,16,-1
100000179,4,733
100000179,15,-1
100000180,4,557
100000180,20,-1
100000181,4,1423
100000181,20,-1
100000182,4,5293
100000182,20,-1
100000183,4,3528
100000183,20,-1
100000184,4,519
100000184,20,-1
100000185,4,3867
100000185,19,-1
100000186,4,5199
100000186,15,-1
100000187,4,1548
100000187,15,-1
100000188,4,4998
100000188,19,-1
100000189,4,1501
100000189,20,-1
100000190,4,1313
100000190,19,-1
100000191,4,4699
100000191,16,-1
100000192,4,4661
100000192,19,-1
100000193,4,129
100000193,18,-1
100000194,4,4496
100000194,16,-1
100000195,4,3352
100000195,19,-1
100000196,4,3055
100000196,18,-1
100000197,4,2296
100000197,19,-1
100000198,4,2676
100000198,20,-1
100000199,4,1443
100000199,17,-1
100000200,4,468
100000200,18,-1
100000201,5,2714
100000201,19,-1
100000202,5,2373
100000202,19,-1
100000203,5,5860
100000203,18,-1
100000204,5,2369
100000204,17,-1
100000205,5,5612
100000205,18,-1
100000206,5,3963
100000206,12,-1
100000207,5,2409
100000207,20,-1
100000208,5,289
100000208,13,-1
100000209,5,2873
100000209,18,-1
100000210,5,2530
100000210,17,-1
100000211,5,5030
100000211,12,-1
100000212,5,1000
100000212,20,-1
100000213,5,5699
100000213,17,-1
100000214,5,5173
100000214,20,-1
100000215,5,5404
100000215,20,-1
100000216,5,4179
100000216,19,-1
100000217,5,3114
100000217,20,-1
100000218,5,1068
100000218,19,-1
100000219,5,5212
100000219,20,-1
100000220,5,4341
100000220,14,-1
100000221,5,5120
100000221,20,-1
100000222,5,5485
100000222,19,-1
100000223,5,5706
100000223,17,-1
100000224,5,1980
100000224,19,-1
100000225,5,124
100000225,18,-1
100000226,5,5057
100000226,17,-1
100000227,5,4928
100000227,12,-1
100000228,5,1354
100000228,19,-1
100000229,5,1133
100000229,16,-1
100000230,5,3354
100000230,17,-1
100000231,5,4171
100000231,17,-1
100000232,5,3744
100000232,20,-1
100000233,5,40
100000233,19,-1
100000234,5,3020
100000234,14,-1
100000235,5,2573
100000235,16,-1
100000236,5,2070
100000236,18,-1
100000237,5,273
100000237,20,-1
100000238,5,4259
100000238,19,-1
100000239,5,2436
100000239,18,-1
100000240,5,3873
100000240,20,-1
100000241,5,661
100000241,20,-1
100000242,5,4415
100000242,18,-1
100000243,5,4727
100000243,14,-1
100000244,5,202
100000244,13,-1
100000245,5,823
100000245,16,-1
100000246,5,590
100000246,12,-1
100000247,5,4951
100000247,19,-1
100000248,5,4404
100000248,20,-1
100000249,5,5759
100000249,19,-1
100000250,5,3120
100000250,19,-1
100000251,6,2710
100000251,15,-1
100000252,6,5450
100000252,17,-1
100000253,6,3886
100000253,15,-1
100000254,6,2041
100000254,20,-1
100000255,6,2928
100000255,17,-1
100000256,6,4170
100000256,18,-1
100000257,6,1992
100000257,13,-1
100000258,6,2765
100000258,19,-1
100000259,6,5918
100000259,17,-1
100000260,6,5103
100000260,18,-1
100000261,6,2574
100000261,19,-1
100000262,6,4074
100000262,19,-1
100000263,6,5870
100000263,13,-1
100000264,6,4958
100000264,14,-1
100000265,6,3410
100000265,19,-1
100000266,6,5979
100000266,17,-1
100000267,6,3391
100000267,20,-1
100000268,6,3759
100000268,20,-1
100000269,6,2139
100000269,12,-1
100000270,6,2433
100000270,18,-1
100000271,6,3129
100000271,20,-1
100000272,6,2381
100000272,20,-1
100000273,6,2895
100000273,18,-1
100000274,6,3181
100000274,12,-1
100000275,6,1384
100000275,11,-1
100000276,6,335
100000276,13,-1
100000277,6,4873
100000277,20,-1
100000278,6,3265
100000278,15,-1
100000279,6,2052
100000279,19,-1
100000280,6,4527
100000280,20,-1
100000281,6,4072
100000281,14,-1
100000282,6,249
100000282,17,-1
100000283,6,2298
100000283,20,-1
100000284,6,4691
100000284,18,-1
100000285,6,3058
100000285,19,-1
100000286,6,5797
100000286,18,-1
100000287,6,1592
100000287,14,-1
100000288,6,3182
100000288,19,-1
100000289,6,3982
100000289,12,-1
100000290,6,3516
100000290,19,-1
100000291,6,855
100000291,14,-1
100000292,6,2243
100000292,12,-1
100000293,6,1126
100000293,20,-1
100000294,6,5465
100000294,19,-1
100000295,6,4879
100000295,17,-1
100000296,6,1950
100000296,18,-1
100000297,6,1264
100000297,15,-1
100000298,6,649
100000298,18,-1
100000299,6,4457
100000299,11,-1
100000300,6,228
100000300,20,-1
100000301,7,4238
100000301,20,-1
100000302,7,2536
100000302,18,-1
100000303,7,660
100000303,13,-1
100000304,7,916
100000304,20,-1
100000305,7,2099
100000305,15,-1
100000306,7,693
100000306,19,-1
100000307,7,922
100000307,16,-1
100000308,7,291
100000308,20,-1
100000309,7,1869
100000309,20,-1
100000310,7,2749
100000310,18,-1
100000311,7,5944
100000311,20,-1
100000312,7,2809
100000312,14,-1
100000313,7,1873
100000313,16,-1
100000314,7,1577
100000314,20,-1
100000315,7,565
100000315,11,-1
100000316,7,2453
100000316,14,-1
100000317,7,1350
100000317,19,-1
100000318,7,3479
100000318,20,-1
100000319,7,1661
100000319,19,-1
100000320,7,1528
100000320,19,-1
100000321,7,3605
100000321,20,-1
100000322,7,1162
100000322,12,-1
100000323,7,760
100000323,15,-1
100000324,7,3613
100000324,19,-1
100000325,7,3865
100000325,16,-1
100000326,7,2699
100000326,18,-1
100000327,7,1110
100000327,19,-1
100000328,7,2888
100000328,19,-1
100000329,7,902
100000329,15,-1
100000330,7,1416
100000330,20,-1
100000331,7,5543
100000331,20,-1
100000332,7,3367
100000332,18,-1
100000333,7,469
100000333,20,-1
100000334,7,2192
100000334,20,-1
100000335,7,4482
100000335,16,-1
100000336,7,626
100000336,14,-1
100000337,7,1024
100000337,20,-1
100000338,7,4408
100000338,16,-1
100000339,7,3610
100000339,20,-1
100000340,7,1555
100000340,18,-1
100000341,7,1357
100000341,20,-1
100000342,7,1774
100000342,18,-1
100000343,7,5614
100000343,14,-1
100000344,7,1728
100000344,18,-1
100000345,7,5214
100000345,15,-1
100000346,7,825
100000346,16,-1
100000347,7,1297
100000347,11,-1
100000348,7,4218
100000348,20,-1
100000349,7,4968
100000349,16,-1
100000350,7,2017
100000350,16,-1
100000351,8,3619
100000351,19,-1
100000352,8,2782
100000352,19,-1
100000353,8,5954
100000353,19,-1
100000354,8,4172
100000354,15,-1
100000355,8,3618
100000355,17,-1
100000356,8,3202
100000356,13,-1
100000357,8,2301
100000357,13,-1
100000358,8,4463
100000358,17,-1
100000359,8,3079
100000359,13,-1
100000360,8,4984
100000360,20,-1
100000361,8,5586
100000361,15,-1
100000362,8,4270
100000362,19,-1
100000363,8,2858
100000363,20,-1
100000364,8,1546
100000364,20,-1
100000365,8,4649
100000365,19,-1
100000366,8,1183
100000366,12,-1
100000367,8,1005
100000367,19,-1
100000368,8,5463
100000368,20,-1
100000369,8,5142
100000369,17,-1
100000370,8,226
100000370,20,-1
100000371,8,5754
100000371,20,-1
100000372,8,3906
100000372,19,-1
100000373,8,1965
100000373,20,-1
100000374,8,2606
100000374,16,-1
100000375,8,2714
100000375,16,-1
100000376,8,806
100000376,16,-1
100000377,8,2168
100000377,20,-1
100000378,8,1078
100000378,15,-1
100000379,8,2881
100000379,17,-1
100000380,8,1770
100000380,19,-1
100000381,8,477
100000381,16,-1
100000382,8,910
100000382,17,-1
100000383,8,356
100000383,11,-1
100000384,8,5805
100000384,19,-1
100000385,8,170
100000385,20,-1
100000386,8,3294
100000386,16,-1
100000387,8,4204
100000387,14,-1
100000388,8,2929
100000388,17,-1
100000389,8,1429
100000389,13,-1
100000390,8,1567
100000390,19,-1
100000391,8,1599
100000391,20,-1
100000392,8,1261
100000392,19,-1
100000393,8,1580
100000393,12,-1
100000394,8,5362
100000394,16,-1
100000395,8,2504
100000395,20,-1
100000396,8,237
100000396,15,-1
100000397,8,498
100000397,19,-1
100000398,8,3780
100000398,19,-1
100000399,8,2544
100000399,19,-1
100000400,8,3174
100000400,14,-1
100000401,9,5474
100000401,17,-1
100000402,9,4828
100000402,18,-1
100000403,9,3705
100000403,20,-1
100000404,9,5211
100000404,12,-1
100000405,9,5914
100000405,20,-1
100000406,9,3780
100000406,18,-1
100000407,9,848
100000407,15,-1
100000408,9,3061
100000408,18,-1
100000409,9,4348
100000409,13,-1
100000410,9,5267
100000410,17,-1
100000411,9,2367
100000411,17,-1
100000412,9,768
100000412,11,-1
100000413,9,4185
100000413,16,-1
100000414,9,1045
100000414,14,-1
100000415,9,3195
100000415,11,-1
100000416,9,1329
100000416,17,-1
100000417,9,2470
100000417,15,-1
100000418,9,67
100000418,18,-1
100000419,9,3573
100000419,17,-1
100000420,9,2068
100000420,17,-1
100000421,9,4606
100000421,14,-1
100000422,9,4983
100000422,18,-1
100000423,9,2211
100000423,14,-1
100000424,9,1947
100000424,16,-1
100000425,9,5217
100000425,20,-1
100000426,9,1731
100000426,14,-1
100000427,9,5766
100000427,20,-1
100000428,9,2697
100000428,18,-1
100000429,9,4201
100000429,17,-1
100000430,9,3439
100000430,17,-1
100000431,9,4019
100000431,17,-1
100000432,9,4467
100000432,16,-1
100000433,9,4355
100000433,20,-1
100000434,9,1753
100000434,16,-1
100000435,9,5009
100000435,16,-1
100000436,9,4198
100000436,20,-1
100000437,9,3463
100000437,15,-1
100000438,9,2967
100000438,12,-1
100000439,9,1758
100000439,18,-1
100000440,9,2236
100000440,17,-1
100000441,9,3821
100000441,16,-1
100000442,9,5005
100000442,20,-1
100000443,9,882
100000443,20,-1
100000444,9,2189
100000444,17,-1
100000445,9,5585
100000445,12,-1
100000446,9,2233
100000446,20,-1
100000447,9,342
100000447,18,-1
100000448,9,4733
100000448,13,-1
100000449,9,1459
100000449,14,-1
100000450,9,1122
100000450,14,-1
100000451,10,79
100000451,15,-1
100000452,10,3599
100000452,16,-1
100000453,10,4032
100000453,19,-1
100000454,10,2566
100000454,14,-1
100000455,10,4635
100000455,17,-1
100000456,10,2967
100000456,18,-1
100000457,10,4985
100000457,13,-1
100000458,10,3975
100000458,16,-1
100000459,10,3107
100000459,17,-1
100000460,10,4714
100000460,18,-1
100000461,10,2958
100000461,16,-1
100000462,10,626
100000462,16,-1
100000463,10,3585
100000463,17,-1
100000464,10,3554
100000464,14,-1
100000465,10,2491
100000465,18,-1
100000466,10,5308
100000466,17,-1
100000467,10,2327
100000467,16,-1
100000468,10,4744
100000468,16,-1
100000469,10,95
100000469,18,-1
100000470,10,2029
100000470,18,-1
100000471,10,3918
100000471,19,-1
100000472,10,2708
100000472,16,-1
100000473,10,2592
100000473,19,-1
100000474,10,1616
100000474,18,-1
100000475,10,5386
100000475,13,-1
100000476,10,335
100000476,19,-1
100000477,10,4587
100000477,12,-1
100000478,10,5960
100000478,17,-1
100000479,10,295
100000479,19,-1
100000480,10,3491
100000480,17,-1
100000481,10,2844
100000481,18,-1
100000482,10,253
100000482,16,-1
100000483,10,5552
100000483,19,-1
100000484,10,3549
100000484,17,-1
100000485,10,4445
100000485,15,-1
100000486,10,4233
100000486,15,-1
100000487,10,5024
100000487,15,-1
100000488,10,937
100000488,19,-1
100000489,10,5305
100000489,17,-1
100000490,10,682
100000490,17,-1
100000491,10,1947
100000491,18,-1
100000492,10,5384
100000492,15,-1
100000493,10,2699
100000493,17,-1
100000494,10,5610
100000494,18,-1
100000495,10,1562
100000495,19,-1
100000496,10,684
100000496,17,-1
100000497,10,2334
100000497,16,-1
100000498,10,1678
100000498,18,-1
100000499,10,312
100000499,19,-1
100000500,10,1225
100000500,15,-1
