ID,FID,Departure
213511,-7,1
213646,252,2898
213646,-47,1
213647,252,2898
213647,-47,1
213850,103,2899
213850,-16,1
213854,103,2899
213854,-16,1
213992,469,2899
213992,-5,1
213993,469,2899
213993,-5,1
214191,221,2900
214191,-2,1
214219,221,2900
214219,-2,1
214470,599,2900
214470,-46,1
214471,599,2900
214471,-46,1
214724,241,2901
214724,-3,1
214725,241,2901
214725,-3,1
214754,692,2901
214754,-33,1
214759,692,2901
214759,-33,1
215021,267,2902
215021,-8,1
215025,267,2902
215025,-8,1
215566,397,2904
215566,-8,1
215577,397,2904
215577,-8,1
215855,254,2904
215855,-41,1
215869,254,2904
215869,-41,1
216128,683,2905
216128,-40,1
216133,683,2905
216133,-40,1
216191,554,2905
216191,-25,1
216600,496,2907
216600,-30,1
216603,496,2907
216603,-30,1
216770,17,2907
216770,-2,1
216772,17,2907
216772,-2,1
216885,623,2907
216885,-8,1
216914,623,2907
216914,-8,1
216962,265,2908
216962,-52,1
216981,265,2908
216981,-52,1
217168,397,2908
217168,-14,1
217169,397,2908
217169,-14,1
217301,372,2909
217301,-5,1
217322,372,2909
217322,-5,1
218184,518,2911
218184,-5,1
218221,390,2911
218221,-15,1
218223,390,2911
218223,-15,1
218237,518,2911
218237,-5,1
218435,619,2912
218435,-41,1
218517,463,2912
218517,-41,1
218577,463,2912
218577,-41,1
218663,222,2912
218663,-34,1
218668,222,2912
218668,-34,1
218721,311,2913
218721,-16,1
218762,311,2913
218762,-16,1
218953,143,2913
218953,-22,1
218969,143,2913
218969,-22,1
219277,126,2914
219277,-43,1
219283,126,2914
219283,-43,1
219413,489,2915
219413,-41,1
219447,660,2915
219447,-29,1
219451,660,2915
219451,-29,1
219884,207,2916
219884,-7,1
219885,207,2916
219885,-7,1
219935,553,2916
219935,-43,1
219936,553,2916
219936,-43,1
220571,30,2918
220571,-4,1
220572,30,2918
220572,-4,1
220636,587,2918
220636,-28,1
221671,501,2921
221671,-12,1
221701,501,2921
221701,-12,1
221719,518,2922
221719,-42,1
221725,518,2922
221725,-42,1
222125,540,2923
222125,-9,1
222162,540,2923
222162,-9,1
222217,414,2923
222217,-51,1
222219,414,2923
222219,-51,1
222429,42,2924
222429,-11,1
222430,42,2924
222430,-11,1
222517,538,2924
222517,-15,1
222544,538,2924
222544,-15,1
222636,234,2924
222636,-39,1
222710,476,2924
222710,-46,1
222714,476,2924
222714,-46,1
222743,86,2925
222743,-3,1
222776,360,2925
222776,-20,1
222867,501,2925
222867,-43,1
222943,214,2925
222943,-41,1
222950,214,2925
222950,-41,1
223313,511,2926
223313,-16,1
223332,511,2926
223332,-16,1
223431,681,2927
223431,-34,1
223664,293,2927
223664,-9,1
223683,293,2927
223683,-9,1
223769,433,2928
223769,-40,1
223817,116,2928
223817,-30,1
223831,400,2928
223831,-39,1
224132,356,2929
224132,-27,1
224495,42,2930
224495,-2,1
224518,42,2930
224518,-2,1
224539,339,2930
224539,-13,1
224615,63,2930
224615,-43,1
224617,63,2930
224617,-43,1
224995,205,2932
224995,-15,1
225257,205,2932
225257,-15,1
225328,128,2933
225328,-50,1
225370,128,2933
225370,-50,1
225561,638,2933
225561,-30,1
225606,638,2933
225606,-30,1
225649,639,2934
225649,-9,1
225734,639,2934
225734,-9,1
226322,201,2936
226322,-16,1
226323,201,2936
226323,-16,1
226568,95,2936
226568,-11,1
226594,95,2936
226594,-11,1
226711,248,2937
226711,-39,1
226849,72,2937
226849,-56,1
228386,403,2942
228386,-7,1
228474,403,2942
228474,-7,1
228721,9,2943
228721,-8,1
228868,554,2943
228868,-48,1
228889,104,2943
228889,-48,1
228936,104,2943
228936,-48,1
229089,698,2944
229089,-43,1
229282,326,2945
229282,-5,1
229419,326,2945
229419,-5,1
229855,494,2946
229855,-13,1
229860,597,2946
229860,-54,1
229938,494,2946
229938,-13,1
230048,708,2947
230048,-14,1
230138,231,2947
230138,-41,1
230270,669,2947
230270,-1,1
230273,669,2947
230273,-1,1
230283,231,2947
230283,-41,1
230816,645,2949
230816,-43,1
231233,601,2950
231233,-40,1
231594,599,2951
231594,-40,1
231913,536,2952
231913,-10,1
232050,516,2953
232050,-37,1
232061,516,2953
232061,-37,1
232076,169,2953
232076,-41,1
232350,168,2954
232350,-48,1
232370,168,2954
232370,-48,1
232505,484,2954
232505,-11,1
232507,484,2954
232507,-11,1
232726,340,2955
232726,-7,1
232904,340,2955
232904,-7,1
233421,543,2957
233421,-5,1
233439,355,2957
233439,-41,1
233443,355,2957
233443,-41,1
233501,543,2957
233501,-5,1
233695,493,2957
233695,-10,1
233708,493,2957
233708,-10,1
233780,292,2958
233780,-11,1
233785,292,2958
233785,-11,1
234556,593,2960
234556,-16,1
234602,149,2960
234602,-8,1
234607,149,2960
234607,-8,1
234642,368,2960
234642,-49,1
234644,368,2960
234644,-49,1
234825,541,2961
234825,-15,1
234851,540,2961
234851,-33,1
234861,390,2961
234861,-3,1
234924,127,2961
234924,-43,1
234932,342,2961
234932,-41,1
234934,342,2961
234934,-41,1
235148,171,2962
235148,-10,1
235286,171,2962
235286,-10,1
235372,313,2962
235372,-41,1
235933,305,2964
235933,-41,1
236959,591,2967
236959,-42,1
237010,73,2967
237010,-56,1
237024,310,2967
237024,-42,1
237028,73,2967
237028,-56,1
237075,73,2967
237075,-56,1
237250,564,2968
237250,-43,1
237297,564,2968
237297,-43,1
237492,149,2968
237492,-42,1
237718,691,2969
237718,-55,1
237720,691,2969
237720,-55,1
237982,42,2970
237982,-54,1
238041,42,2970
238041,-54,1
238265,508,2971
238265,-34,1
238508,370,2971
238508,-14,1
238523,370,2971
238523,-14,1
239046,143,2973
239046,-36,1
239196,543,2973
239196,-3,1
239265,543,2973
239265,-3,1
239481,700,2974
239481,-10,1
239487,700,2974
239487,-10,1
240099,251,2976
240099,-54,1
240126,251,2976
240126,-54,1
240537,514,2977
240537,-39,1
240612,514,2977
240612,-39,1
241008,51,2978
241008,-41,1
241011,51,2978
241011,-41,1
241059,425,2979
241059,-55,1
241107,425,2979
241107,-55,1
241132,344,2979
241132,-41,1
241218,714,2979
241218,-37,1
241295,232,2979
241295,-18,1
241647,590,2980
241647,-3,1
241667,590,2980
241667,-3,1
241751,460,2980
241751,-8,1
241752,460,2980
241752,-8,1
242263,456,2982
242263,-42,1
242268,456,2982
242268,-42,1
242287,187,2982
242287,-4,1
242646,448,2983
242646,-9,1
242647,448,2983
242647,-9,1
242955,368,2984
242955,-18,1
243061,511,2984
243061,-43,1
243079,492,2984
243079,-15,1
243105,492,2984
243105,-15,1
243377,21,2985
243377,-14,1
243388,21,2985
243388,-14,1
243420,239,2985
243420,-29,1
244087,279,2987
244087,-42,1
244179,233,2988
244179,-19,1
244658,606,2989
244658,-15,1
244969,302,2990
244969,-42,1
244996,302,2990
244996,-42,1
245711,213,2992
245711,-41,1
245721,49,2992
245721,-41,1
245723,49,2992
245723,-41,1
245921,667,2993
245921,-56,1
245942,667,2993
245942,-56,1
245945,104,2993
245945,-7,1
246173,154,2994
246173,-16,1
246176,154,2994
246176,-16,1
246261,551,2994
246261,-37,1
246511,326,2994
246511,-37,1
246772,170,2995
246772,-51,1
246791,170,2995
246791,-51,1
246956,163,2996
246956,-16,1
246968,163,2996
246968,-16,1
247299,254,2997
247299,-34,1
247338,171,2997
247338,-9,1
247538,100,2998
247538,-16,1
247599,505,2998
247599,-9,1
247617,505,2998
247617,-9,1
247771,464,2998
247771,-29,1
247773,464,2998
247773,-29,1
247789,585,2998
247789,-20,1
247816,619,2998
247816,-7,1
247818,619,2998
247818,-7,1
248103,312,2999
248103,-42,1
248142,621,2999
248142,-28,1
248179,460,2999
248179,-43,1
248365,370,3000
248365,-16,1
248372,370,3000
248372,-16,1
248467,584,3000
248467,-42,1
248469,584,3000
248469,-42,1
248495,265,3000
248495,-46,1
248866,550,3001
248866,-43,1
249230,708,3002
249230,-9,1
249528,626,3003
249528,-43,1
249532,626,3003
249532,-43,1
249787,47,3004
249787,-42,1
249822,711,3004
249822,-7,1
250272,149,3006
250272,-41,1
251498,662,3009
251498,-55,1
251508,662,3009
251508,-55,1
252923,276,3014
252923,-28,1
253034,276,3014
253034,-28,1
253746,300,3016
253746,-3,1
253752,300,3016
253752,-3,1
253824,393,3016
253824,-29,1
253831,199,3016
253831,-9,1
253981,510,3017
253981,-43,1
253984,510,3017
253984,-43,1
253990,484,3017
253990,-5,1
253991,484,3017
253991,-5,1
254879,575,3020
254879,-7,1
255363,599,3021
255363,-2,1
255491,179,3021
255491,-15,1
255493,179,3021
255493,-15,1
255883,300,3023
255883,-52,1
256054,300,3023
256054,-52,1
256175,465,3023
256175,-16,1
256267,414,3024
256267,-4,1
256287,598,3024
256287,-54,1
256288,598,3024
256288,-54,1
256370,133,3024
256370,-42,1
256372,133,3024
256372,-42,1
256467,414,3024
256467,-4,1
256868,523,3025
256868,-34,1
256871,523,3025
256871,-34,1
256945,428,3026
256945,-54,1
256999,304,3026
256999,-41,1
257054,492,3026
257054,-9,1
257062,492,3026
257062,-9,1
258014,648,3029
258014,-43,1
258403,413,3030
258403,-11,1
258414,595,3030
258414,-55,1
258442,595,3030
258442,-55,1
258519,413,3030
258519,-11,1
258626,497,3031
258626,-55,1
258647,497,3031
258647,-55,1
258956,304,3032
258956,-3,1
258957,304,3032
258957,-3,1
259447,245,3033
259447,-4,1
259519,245,3033
259519,-4,1
259521,526,3033
259521,-41,1
259688,525,3034
259688,-29,1
259689,525,3034
259689,-29,1
260015,267,3035
260015,-43,1
260050,267,3035
260050,-43,1
260681,219,3037
260681,-43,1
261380,266,3039
261380,-47,1
262160,86,3041
262160,-2,1
262192,51,3041
262192,-54,1
262193,51,3041
262193,-54,1
262854,561,3043
262854,-34,1
263011,630,3044
263011,-2,1
263103,630,3044
263103,-2,1
263558,24,3045
263558,-11,1
263638,24,3045
263638,-11,1
263861,199,3046
263861,-42,1
263888,199,3046
263888,-42,1
264020,370,3047
264020,-7,1
264022,214,3047
264022,-9,1
264024,214,3047
264024,-9,1
264028,370,3047
264028,-7,1
264395,304,3048
264395,-47,1
264414,304,3048
264414,-47,1
264682,23,3049
264682,-42,1
264688,23,3049
264688,-42,1
264744,355,3049
264744,-15,1
264745,355,3049
264745,-15,1
265028,24,3050
265028,-41,1
265059,571,3050
265059,-3,1
265062,571,3050
265062,-3,1
265241,529,3050
265241,-41,1
265247,529,3050
265247,-41,1
265298,317,3051
265298,-12,1
265324,266,3051
265324,-14,1
265326,266,3051
265326,-14,1
265384,149,3051
265384,-42,1
265414,317,3051
265414,-12,1
265805,444,3052
265805,-5,1
265810,69,3052
265810,-9,1
265834,69,3052
265834,-9,1
266275,624,3053
266275,-43,1
266284,624,3053
266284,-43,1
266344,308,3054
266344,-41,1
266402,499,3054
266402,-37,1
266446,573,3054
266446,-11,1
266455,573,3054
266455,-11,1
266487,499,3054
266487,-37,1
266525,43,3054
266525,-42,1
266588,313,3054
266588,-51,1
266591,313,3054
266591,-51,1
266750,205,3055
266750,-43,1
266759,205,3055
266759,-43,1
267518,508,3057
267518,-42,1
267526,508,3057
267526,-42,1
268338,186,3060
268338,-47,1
268411,186,3060
268411,-47,1
268422,397,3060
268422,-6,1
268423,397,3060
268423,-6,1
268457,257,3060
268457,-11,1
268579,490,3060
268579,-40,1
268661,229,3061
268661,-41,1
269662,230,3064
269662,-19,1
269712,397,3064
269712,-50,1
269713,397,3064
269713,-50,1
269826,264,3064
269826,-23,1
270450,369,3066
270450,-48,1
270451,369,3066
270451,-48,1
270507,112,3066
270507,-15,1
270509,112,3066
270509,-15,1
270832,145,3067
270832,-34,1
270905,164,3067
270905,-5,1
270915,164,3067
270915,-5,1
271455,151,3069
271455,-9,1
271535,151,3069
271535,-9,1
271755,533,3070
271755,-4,1
271787,277,3070
271787,-43,1
271830,533,3070
271830,-4,1
271877,277,3070
271877,-43,1
272577,51,3072
272577,-2,1
272578,51,3072
272578,-2,1
272748,59,3072
272748,-11,1
272821,371,3073
272821,-47,1
272871,371,3073
272871,-47,1
272978,520,3073
272978,-54,1
272979,520,3073
272979,-54,1
273560,575,3075
273560,-15,1
273905,714,3076
273905,-47,1
273914,714,3076
273914,-47,1
274180,543,3077
274180,-47,1
274182,543,3077
274182,-47,1
274503,473,3078
274503,-39,1
274962,597,3079
274962,-14,1
274963,597,3079
274963,-14,1
275016,570,3079
275016,-26,1
275047,570,3079
275047,-26,1
275055,132,3079
275055,-27,1
275123,435,3079
275123,-52,1
275124,435,3079
275124,-52,1
275485,586,3080
275485,-41,1
275487,586,3080
275487,-41,1
275550,629,3081
275550,-36,1
275609,370,3081
275609,-15,1
275610,370,3081
275610,-15,1
275947,117,3082
275947,-34,1
275984,186,3082
275984,-41,1
275997,186,3082
275997,-41,1
276480,45,3083
276480,-56,1
276484,45,3083
276484,-56,1
276572,491,3084
276572,-13,1
276581,491,3084
276581,-13,1
276763,440,3084
276763,-41,1
277274,20,3086
277274,-43,1
277275,20,3086
277275,-43,1
277335,576,3086
277335,-9,1
277336,536,3086
277336,-8,1
277433,576,3086
277433,-9,1
277477,492,3086
277477,-2,1
277501,536,3086
277501,-8,1
277668,32,3087
277668,-56,1
277669,32,3087
277669,-56,1
278031,540,3088
278031,-14,1
278046,375,3088
278046,-11,1
278047,375,3088
278047,-11,1
278068,370,3088
278068,-4,1
278072,370,3088
278072,-4,1
278474,685,3089
278474,-42,1
278476,685,3089
278476,-42,1
279060,516,3091
279060,-6,1
279071,516,3091
279071,-6,1
279510,660,3093
279510,-28,1
279528,660,3093
279528,-28,1
279647,519,3093
279647,-55,1
279651,519,3093
279651,-55,1
279919,664,3094
279919,-49,1
279920,621,3094
279920,-42,1
279972,664,3094
279972,-49,1
280128,362,3094
280128,-43,1
280319,377,3095
280319,-41,1
280324,377,3095
280324,-41,1
280443,100,3095
280443,-40,1
281090,249,3097
281090,-5,1
281093,249,3097
281093,-5,1
281121,516,3097
281121,-15,1
281135,516,3097
281135,-15,1
281250,494,3098
281250,-14,1
281295,494,3098
281295,-14,1
281394,412,3098
281394,-12,1
281899,624,3099
281899,-28,1
281918,525,3099
281918,-7,1
281944,525,3099
281944,-7,1
283273,67,3103
283273,-52,1
283274,67,3103
283274,-52,1
283387,201,3104
283387,-32,1
283483,69,3104
283483,-25,1
283569,563,3104
283569,-43,1
283570,351,3104
283570,-52,1
283577,351,3104
283577,-52,1
283603,563,3104
283603,-43,1
283771,81,3105
283771,-41,1
283818,703,3105
283818,-56,1
283828,81,3105
283828,-41,1
284041,304,3106
284041,-8,1
284081,304,3106
284081,-8,1
284090,201,3106
284090,-5,1
284124,201,3106
284124,-5,1
284547,99,3107
284547,-14,1
285012,415,3109
285012,-33,1
285038,415,3109
285038,-33,1
285110,422,3109
285110,-10,1
285111,422,3109
285111,-10,1
285214,514,3109
285214,-51,1
285228,514,3109
285228,-51,1
285242,449,3109
285242,-26,1
285364,51,3110
285364,-56,1
285365,51,3110
285365,-56,1
285606,618,3111
285606,-51,1
285614,618,3111
285614,-51,1
285621,160,3111
285621,-39,1
286007,393,3112
286007,-44,1
286010,393,3112
286010,-44,1
286249,463,3112
286249,-16,1
286472,429,3113
286472,-43,1
286780,362,3114
286780,-40,1
287085,386,3115
287085,-43,1
287089,386,3115
287089,-43,1
287181,316,3115
287181,-41,1
287183,316,3115
287183,-41,1
287195,657,3115
287195,-45,1
287275,291,3115
287275,-15,1
287300,291,3115
287300,-15,1
287370,438,3116
287370,-2,1
287373,438,3116
287373,-2,1
287500,393,3116
287500,-41,1
287517,602,3116
287517,-14,1
287597,602,3116
287597,-14,1
287624,393,3116
287624,-41,1
288014,557,3118
288014,-2,1
288130,557,3118
288130,-2,1
288179,422,3118
288179,-42,1
288364,361,3119
288364,-47,1
288366,361,3119
288366,-47,1
288431,622,3119
288431,-6,1
288502,62,3119
288502,-41,1
288558,62,3119
288558,-41,1
288670,151,3120
288670,-41,1
288704,102,3120
288704,-42,1
288717,102,3120
288717,-42,1
289204,59,3121
289204,-41,1
289205,59,3121
289205,-41,1
289440,281,3122
289440,-14,1
289622,281,3122
289622,-14,1
289944,663,3123
289944,-3,1
289945,663,3123
289945,-3,1
290124,169,3124
290124,-25,1
290138,169,3124
290138,-25,1
290162,178,3124
290162,-42,1
290278,228,3124
290278,-13,1
290411,658,3125
290411,-12,1
290461,658,3125
290461,-12,1
290691,223,3125
290691,-19,1
290693,223,3125
290693,-19,1
290725,63,3125
290725,-42,1
290752,625,3125
290752,-47,1
290754,625,3125
290754,-47,1
290845,46,3126
290845,-36,1
290991,89,3126
290991,-43,1
291027,317,3126
291027,-23,1
291392,692,3127
291392,-9,1
291481,198,3128
291481,-30,1
291650,105,3128
291650,-5,1
291653,105,3128
291653,-5,1
291887,356,3129
291887,-5,1
291888,356,3129
291888,-5,1
291907,238,3129
291907,-1,1
292148,199,3130
292148,-15,1
292156,199,3130
292156,-15,1
292315,244,3130
292315,-8,1
292319,244,3130
292319,-8,1
292662,234,3131
292662,-42,1
292667,234,3131
292667,-42,1
293127,659,3133
293127,-43,1
293180,112,3133
293180,-34,1
293275,659,3133
293275,-43,1
293338,636,3133
293338,-5,1
293409,636,3133
293409,-5,1
293570,455,3134
293570,-23,1
293872,566,3135
293872,-18,1
294468,399,3137
294468,-43,1
294487,185,3137
294487,-5,1
294489,185,3137
294489,-5,1
294595,711,3137
294595,-4,1
294613,711,3137
294613,-4,1
294733,399,3137
294733,-43,1
295504,399,3139
295504,-20,1
295551,278,3140
295551,-14,1
295568,278,3140
295568,-14,1
295762,396,3140
295762,-23,1
296980,526,3144
296980,-10,1
296985,499,3144
296985,-13,1
297144,195,3144
297144,-15,1
297158,499,3144
297158,-13,1
297312,515,3145
297312,-7,1
297313,515,3145
297313,-7,1
297426,67,3145
297426,-42,1
297427,67,3145
297427,-42,1
297733,244,3146
297733,-11,1
297736,249,3146
297736,-7,1
297752,244,3146
297752,-11,1
297891,249,3146
297891,-7,1
298055,128,3147
298055,-42,1
298208,435,3147
298208,-7,1
298210,435,3147
298210,-7,1
298216,299,3147
298216,-43,1
298614,349,3149
298614,-52,1
298626,349,3149
298626,-52,1
298722,456,3149
298722,-43,1
298898,543,3149
298898,-41,1
298899,543,3149
298899,-41,1
298960,600,3150
298960,-9,1
298962,600,3150
298962,-9,1
299613,572,3151
299613,-40,1
299627,572,3151
299627,-40,1
299709,587,3152
299709,-42,1
299711,587,3152
299711,-42,1
300159,436,3153
300159,-16,1
300169,33,3153
300169,-32,1
300428,371,3153
300428,-1,1
300833,62,3155
300833,-41,1
301543,163,3157
301543,-41,1
301544,163,3157
301544,-41,1
301600,183,3157
301600,-43,1
301749,174,3157
301749,-12,1
301761,174,3157
301761,-12,1
302568,302,3160
302568,-11,1
302571,302,3160
302571,-11,1
302599,516,3160
302599,-19,1
302746,377,3160
302746,-5,1
302747,377,3160
302747,-5,1
303061,83,3161
303061,-11,1
303365,376,3162
303365,-41,1
303406,690,3162
303406,-41,1
303418,631,3162
303418,-3,1
303421,631,3162
303421,-3,1
303422,588,3162
303422,-34,1
303429,690,3162
303429,-41,1
303638,151,3163
303638,-10,1
303683,151,3163
303683,-10,1
303685,497,3163
303685,-8,1
303686,151,3163
303686,-10,1
303699,497,3163
303699,-8,1
304136,377,3165
304136,-2,1
304215,631,3165
304215,-15,1
304247,631,3165
304247,-15,1
304313,491,3165
304313,-10,1
304317,491,3165
304317,-10,1
304395,650,3165
304395,-26,1
304402,650,3165
304402,-26,1
304903,371,3167
304903,-16,1
304943,371,3167
304943,-16,1
305050,149,3167
305050,-37,1
305053,149,3167
305053,-37,1
305287,229,3168
305287,-1,1
305390,198,3168
305390,-5,1
305420,198,3168
305420,-5,1
305674,59,3169
305674,-11,1
305675,59,3169
305675,-11,1
305717,63,3169
305717,-11,1
305972,182,3170
305972,-8,1
305975,182,3170
305975,-8,1
306181,312,3171
306181,-16,1
306218,381,3171
306218,-46,1
306251,381,3171
306251,-46,1
306857,693,3173
306857,-52,1
306860,693,3173
306860,-52,1
306988,665,3173
306988,-41,1
306993,665,3173
306993,-41,1
307143,249,3173
307143,-42,1
307175,249,3173
307175,-42,1
307305,509,3174
307305,-43,1
307769,705,3175
307769,-43,1
307772,336,3175
307772,-41,1
307773,705,3175
307773,-43,1
307942,375,3176
307942,-15,1
307948,375,3176
307948,-15,1
308032,376,3176
308032,-6,1
308076,8,3176
308076,-7,1
308088,376,3176
308088,-6,1
308090,8,3176
308090,-7,1
308295,53,3177
308295,-42,1
308333,53,3177
308333,-42,1
308739,346,3178
308739,-41,1
308742,346,3178
308742,-41,1
308925,302,3179
308925,-40,1
308949,302,3179
308949,-40,1
309031,612,3179
309031,-26,1
309318,335,3180
309318,-28,1
309723,643,3181
309723,-43,1
309830,643,3181
309830,-43,1
309963,210,3182
309963,-14,1
309980,210,3182
309980,-14,1
310022,305,3182
310022,-30,1
310102,305,3182
310102,-30,1
310371,558,3183
310371,-7,1
310392,558,3183
310392,-7,1
311218,499,3186
311218,-25,1
312023,674,3188
312023,-56,1
312046,674,3188
312046,-56,1
312081,141,3188
312081,-19,1
312122,679,3188
312122,-12,1
312204,323,3188
312204,-4,1
312213,323,3188
312213,-4,1
312340,371,3189
312340,-5,1
312395,371,3189
312395,-5,1
312762,582,3190
312762,-42,1
312789,582,3190
312789,-42,1
312798,322,3190
312798,-56,1
312808,322,3190
312808,-56,1
312847,322,3190
312847,-56,1
313129,185,3191
313129,-41,1
313186,31,3191
313186,-43,1
313187,31,3191
313187,-43,1
313355,107,3192
313355,-42,1
313746,62,3193
313746,-42,1
313747,490,3193
313747,-8,1
313751,490,3193
313751,-8,1
313896,371,3193
313896,-8,1
314143,310,3194
314143,-26,1
314355,708,3195
314355,-43,1
314356,708,3195
314356,-43,1
314371,111,3195
314371,-41,1
314914,320,3196
314914,-13,1
314925,320,3196
314925,-13,1
315044,64,3197
315044,-29,1
315745,459,3199
315745,-13,1
315759,459,3199
315759,-13,1
316143,460,3200
316143,-42,1
316145,460,3200
316145,-42,1
316171,460,3200
316171,-54,1
316172,460,3200
316172,-54,1
316263,70,3200
316263,-29,1
316617,127,3201
316617,-40,1
316816,467,3202
316816,-10,1
316829,469,3202
316829,-23,1
316830,469,3202
316830,-23,1
317368,253,3204
317368,-50,1
317389,253,3204
317389,-50,1
317525,314,3204
317525,-42,1
317642,561,3205
317642,-54,1
317646,561,3205
317646,-54,1
317795,652,3205
317795,-36,1
318059,606,3206
318059,-13,1
318062,606,3206
318062,-13,1
318295,91,3207
318295,-16,1
318303,201,3207
318303,-12,1
318437,201,3207
318437,-12,1
318442,439,3207
318442,-10,1
318444,439,3207
318444,-10,1
319201,550,3209
319201,-25,1
319492,109,3210
319492,-49,1
319493,109,3210
319493,-49,1
319494,366,3210
319494,-29,1
319510,660,3210
319510,-43,1
319607,660,3210
319607,-43,1
319652,199,3211
319652,-46,1
319680,189,3211
319680,-14,1
319725,414,3211
319725,-5,1
319729,479,3211
319729,-4,1
319770,438,3211
319770,-10,1
319784,199,3211
319784,-46,1
319787,414,3211
319787,-5,1
319800,671,3211
319800,-43,1
319809,671,3211
319809,-43,1
319819,189,3211
319819,-14,1
320032,316,3212
320032,-4,1
320037,316,3212
320037,-4,1
320130,395,3212
320130,-14,1
320141,395,3212
320141,-14,1
320227,286,3212
320227,-47,1
320228,286,3212
320228,-47,1
320932,541,3215
320932,-6,1
321026,535,3215
321026,-13,1
321027,535,3215
321027,-13,1
321313,466,3216
321313,-16,1
321314,466,3216
321314,-16,1
321428,570,3216
321428,-10,1
321435,616,3216
321435,-29,1
321473,692,3216
321473,-55,1
321475,692,3216
321475,-55,1
321534,523,3216
321534,-40,1
321569,523,3216
321569,-40,1
321605,460,3217
321605,-3,1
321800,8,3217
321800,-16,1
321802,8,3217
321802,-16,1
321973,664,3218
321973,-8,1
322020,213,3218
322020,-16,1
322060,213,3218
322060,-16,1
322150,203,3218
322150,-33,1
322165,429,3218
322165,-9,1
322184,429,3218
322184,-9,1
322269,661,3219
322269,-51,1
322271,661,3219
322271,-51,1
322414,595,3219
322414,-48,1
322487,74,3219
322487,-39,1
322526,595,3219
322526,-48,1
322626,228,3220
322626,-6,1
322627,228,3220
322627,-6,1
322789,356,3220
322789,-56,1
322790,356,3220
322790,-56,1
323046,696,3221
323046,-8,1
323048,696,3221
323048,-8,1
323810,37,3223
323810,-43,1
323837,37,3223
323837,-43,1
324077,257,3224
324077,-41,1
324080,257,3224
324080,-41,1
324111,423,3224
324111,-6,1
324115,423,3224
324115,-6,1
324474,169,3225
324474,-19,1
324909,443,3226
324909,-10,1
324911,443,3226
324911,-10,1
325016,357,3226
325016,-30,1
325071,231,3227
325071,-49,1
325092,231,3227
325092,-49,1
325240,593,3227
325240,-9,1
325241,593,3227
325241,-9,1
325625,422,3228
325625,-8,1
325626,422,3228
325626,-8,1
325685,51,3228
325685,-41,1
325713,69,3228
325713,-54,1
326314,415,3230
326314,-41,1
326324,472,3230
326324,-42,1
326343,472,3230
326343,-42,1
326539,46,3231
326539,-50,1
326545,46,3231
326545,-50,1
326715,264,3231
326715,-52,1
326716,264,3231
