UID,location,Duration
10008206,4,0
10008206,1,-1
10008544,3,0
10008544,8,-1
10008826,2,0
10008826,6,-1
10008827,9,0
10008827,4,-1
10009048,7,0
10009048,3,-1
10009051,7,0
10009051,1,-1
10009054,6,0
10009054,5,-1
10009237,6,0
10009237,10,-1
10009421,10,0
10009421,10,-1
10009422,3,0
10009422,8,-1
10009575,9,0
10009575,1,-1
10009576,10,0
10009576,6,-1
10009661,2,0
10009661,8,-1
10009662,8,0
10009662,1,-1
10009834,9,0
10009834,10,-1
10010129,6,0
10010129,7,-1
10010130,5,0
10010130,10,-1
10010169,3,0
10010169,10,-1
10010200,3,0
10010200,4,-1
10010217,7,0
10010217,9,-1
10010228,6,0
10010228,1,-1
10010229,1,0
10010229,3,-1
10010274,6,0
10010274,7,-1
10010275,9,0
10010275,9,-1
10010693,7,0
10010693,6,-1
10010947,7,0
10010947,5,-1
10010970,9,0
10010970,3,-1
10010971,1,0
10010971,1,-1
10010972,8,0
10010972,8,-1
10011267,6,0
10011267,10,-1
10011490,6,0
10011490,2,-1
10011579,6,0
10011579,8,-1
10011678,7,0
10011678,7,-1
10011982,1,0
10011982,1,-1
10012220,7,0
10012220,2,-1
10012224,9,0
10012224,7,-1
10012272,5,0
10012272,1,-1
10012273,5,0
10012273,7,-1
10012589,7,0
10012589,6,-1
10012602,2,0
10012602,1,-1
10012717,5,0
10012717,7,-1
10012919,1,0
10012919,10,-1
10013298,10,0
10013298,9,-1
10013337,5,0
10013337,8,-1
10013408,9,0
10013408,3,-1
10013429,5,0
10013429,8,-1
10013536,1,0
10013536,2,-1
10013537,7,0
10013537,3,-1
10013538,8,0
10013538,6,-1
10013860,7,0
10013860,5,-1
10013861,10,0
10013861,4,-1
10014739,2,0
10014739,3,-1
10014824,9,0
10014824,5,-1
10014825,9,0
10014825,10,-1
10015329,5,0
10015329,9,-1
10015414,9,0
10015414,4,-1
10015557,1,0
10015557,5,-1
10015558,3,0
10015558,10,-1
10015616,5,0
10015616,1,-1
10015662,7,0
10015662,6,-1
10015840,7,0
10015840,3,-1
10015841,2,0
10015841,6,-1
10015842,4,0
10015842,8,-1
10015843,8,0
10015843,2,-1
10015844,5,0
10015844,5,-1
10015993,2,0
10015993,2,-1
10015994,3,0
10015994,8,-1
10015995,8,0
10015995,2,-1
10016383,3,0
10016383,1,-1
10016384,5,0
10016384,6,-1
10016467,2,0
10016467,8,-1
10016550,9,0
10016550,5,-1
10017082,8,0
10017082,2,-1
10017186,8,0
10017186,7,-1
10017318,3,0
10017318,9,-1
10017534,7,0
10017534,3,-1
10017804,1,0
10017804,3,-1
10017864,3,0
10017864,9,-1
10017912,7,0
10017912,3,-1
10018046,8,0
10018046,3,-1
10018117,8,0
10018117,7,-1
10018118,4,0
10018118,6,-1
10018351,1,0
10018351,4,-1
10018352,5,0
10018352,3,-1
10018673,6,0
10018673,4,-1
10018680,8,0
10018680,8,-1
10018681,8,0
10018681,10,-1
10018923,6,0
10018923,5,-1
10019101,2,0
10019101,4,-1
10019240,2,0
10019240,10,-1
10019378,10,0
10019378,1,-1
10019734,6,0
10019734,6,-1
10019774,7,0
10019774,1,-1
10019913,2,0
10019913,7,-1
10019914,8,0
10019914,8,-1
10019915,6,0
10019915,1,-1
10020171,9,0
10020171,8,-1
10020350,3,0
10020350,8,-1
10020351,1,0
10020351,4,-1
10020708,7,0
10020708,9,-1
10021049,1,0
10021049,8,-1
10021075,4,0
10021075,4,-1
10021544,2,0
10021544,7,-1
10021564,9,0
10021564,1,-1
10021655,8,0
10021655,7,-1
10022005,4,0
10022005,1,-1
10022006,9,0
10022006,4,-1
10022261,10,0
10022261,3,-1
10022487,9,0
10022487,5,-1
10022488,6,0
10022488,10,-1
10022556,2,0
10022556,9,-1
10022557,4,0
10022557,8,-1
10022627,5,0
10022627,5,-1
10022737,2,0
10022737,8,-1
10022738,10,0
10022738,4,-1
10022764,4,0
10022764,10,-1
10022765,7,0
10022765,3,-1
10022937,1,0
10022937,6,-1
10023092,10,0
10023092,2,-1
